timestamp,ThetaRel_ch1,ThetaRel_ch2,ThetaRel_ch3,ThetaRel_ch4,DeltaScore_ch1,DeltaScore_ch2,DeltaScore_ch3,DeltaScore_ch4,IsGood_ch1,IsGood_ch2,IsGood_ch3,IsGood_ch4,EEG_ch1,EEG_ch2,EEG_ch3,EEG_ch4,DeltaAbs_ch1,DeltaAbs_ch2,DeltaAbs_ch3,DeltaAbs_ch4,HsiPrec_ch1,HsiPrec_ch2,HsiPrec_ch3,HsiPrec_ch4,JawClench_ch1,GammaRel_ch1,GammaRel_ch2,GammaRel_ch3,GammaRel_ch4,BetaScore_ch1,BetaScore_ch2,BetaScore_ch3,BetaScore_ch4,DeltaRel_ch1,DeltaRel_ch2,DeltaRel_ch3,DeltaRel_ch4,HeadOn_ch1,ThetaAbs_ch1,ThetaAbs_ch2,ThetaAbs_ch3,ThetaAbs_ch4,ThetaScore_ch1,ThetaScore_ch2,ThetaScore_ch3,ThetaScore_ch4,BetaRel_ch1,BetaRel_ch2,BetaRel_ch3,BetaRel_ch4,AlphaRel_ch1,AlphaRel_ch2,AlphaRel_ch3,AlphaRel_ch4,GammaAbs_ch1,GammaAbs_ch2,GammaAbs_ch3,GammaAbs_ch4,GammaScore_ch1,GammaScore_ch2,GammaScore_ch3,GammaScore_ch4,Blink_ch1,BetaAbs_ch1,BetaAbs_ch2,BetaAbs_ch3,BetaAbs_ch4,Gyro_ch1,Gyro_ch2,Gyro_ch3,AlphaAbs_ch1,AlphaAbs_ch2,AlphaAbs_ch3,AlphaAbs_ch4,Accel_ch1,Accel_ch2,Accel_ch3,AlphaScore_ch1,AlphaScore_ch2,AlphaScore_ch3,AlphaScore_ch4,Batt_ch1,Batt_ch2,Batt_ch3
1737016791.8294847,0.11561838537454605,0.061937034130096436,0.03793177008628845,0.16217458248138428,0.027397260069847107,0.05844155699014664,0.0,0.0,0.0,1.0,1.0,0.0,807.069580078125,799.8168334960938,800.2197875976562,800.6226806640625,0.17382961511611938,-0.197865828871727,-0.3180134892463684,-0.08605565875768661,1.0,1.0,1.0,1.0,0.0,0.2730768322944641,0.34780433773994446,0.31406378746032715,0.2720765769481659,0.2647058963775635,0.800000011920929,1.0,0.41025641560554504,0.05564507469534874,0.03181634470820427,0.015423160046339035,0.03162410855293274,1.0,0.49142977595329285,0.09143432229757309,0.07281627506017685,0.6239088177680969,0.3205128312110901,0.30841121077537537,0.41860464215278625,0.6351351141929626,0.43972745537757874,0.39034703373908997,0.46602949500083923,0.40145695209503174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737016792.5449994,0.11561838537454605,0.06447437405586243,0.036071550101041794,0.16217458248138428,0.02777777798473835,0.1258741319179535,0.0,0.0,0.0,1.0,1.0,0.0,794.5787353515625,811.5018310546875,792.967041015625,805.8607788085938,0.17382961511611938,-0.11238134652376175,-0.2824828624725342,-0.08605565875768661,1.0,1.0,1.0,1.0,0.0,0.2730768322944641,0.33045655488967896,0.324414998292923,0.2720765769481659,0.2647058963775635,0.800000011920929,1.0,0.42105263471603394,0.05564507469534874,0.03931016847491264,0.01689758151769638,0.03162410855293274,1.0,0.49142977595329285,0.10250089317560196,0.046857427805662155,0.6239088177680969,0.3205128312110901,0.32692307233810425,0.3488371968269348,0.6438356041908264,0.43972745537757874,0.39555883407592773,0.467632532119751,0.40145695209503174,0.11593227833509445,0.17020006477832794,0.15498334169387817,0.13266777992248535,0.8646877408027649,0.8122281432151794,1.0007935762405396,0.8486171960830688,0.13793103396892548,0.3076923191547394,0.8666666746139526,0.38235294818878174,0.0,1.0715864896774292,0.8903248310089111,1.1595972776412964,1.0175650119781494,32.591400146484375,-21.062164306640625,11.372222900390625,0.4926072657108307,0.5240734815597534,0.6799775958061218,0.5366914868354797,-0.61883544921875,-0.087646484375,0.745361328125,0.0,0.2905983030796051,1.0,0.39240506291389465,,,
1737016792.890961,0.11561838537454605,0.06541404128074646,0.035859402269124985,0.16217458248138428,0.02777777798473835,0.19014084339141846,0.0,0.0,0.0,1.0,1.0,0.0,772.8204956054688,800.2197875976562,778.05859375,793.7728881835938,0.17382961511611938,-0.012192627415060997,-0.2725889980792999,-0.08605565875768661,1.0,1.0,1.0,1.0,0.0,0.2730768322944641,0.31999456882476807,0.33515214920043945,0.2720765769481659,0.2647058963775635,0.7916666865348816,1.0,0.4054054021835327,0.05564507469534874,0.049392037093639374,0.01768507808446884,0.03162410855293274,1.0,0.49142977595329285,0.1098213940858841,0.03440704196691513,0.6239088177680969,0.32894736528396606,0.3365384638309479,0.3255814015865326,0.6438356041908264,0.43972745537757874,0.3918089270591736,0.4766640067100525,0.40145695209503174,0.11593227833509445,0.17339041829109192,0.13463936746120453,0.13266777992248535,0.8646877408027649,0.799293041229248,1.005046010017395,0.8486171960830688,0.13793103396892548,0.28205129504203796,0.8666666746139526,0.38235294818878174,0.0,1.0715864896774292,0.8872247338294983,1.158016324043274,1.0175650119781494,33.533477783203125,-27.15576171875,15.080718994140625,0.4926072657108307,0.533175528049469,0.6089760661125183,0.5366914868354797,-0.59259033203125,-0.075439453125,0.7540283203125,0.0,0.29914531111717224,0.9743589758872986,0.39240506291389465,,,
1737016793.168806,0.11561838537454605,0.06513085961341858,0.03645285964012146,0.16200639307498932,0.02777777798473835,0.26056337356567383,0.0,0.0,0.0,1.0,1.0,0.0,792.967041015625,796.5933837890625,802.6373901367188,802.2344360351562,0.17382961511611938,0.09241579473018646,-0.26836246252059937,-0.22555367648601532,1.0,1.0,1.0,1.0,0.0,0.2730768322944641,0.3140625059604645,0.3422684371471405,0.259833961725235,0.27272728085517883,0.7916666865348816,1.0,0.45945945382118225,0.05564507469534874,0.0616319477558136,0.01819177344441414,0.023555675521492958,1.0,0.49142977595329285,0.1163967102766037,0.03349413722753525,0.6118829250335693,0.32894736528396606,0.3365384638309479,0.3095238208770752,0.6301369667053223,0.43972745537757874,0.3821166455745697,0.4843802750110626,0.43125250935554504,0.11593227833509445,0.17705804109573364,0.11870665103197098,0.12335146218538284,0.8646877408027649,0.7996259927749634,1.0061293840408325,0.8170467019081116,0.13793103396892548,0.28205129504203796,0.8666666746139526,0.2647058963775635,0.0,1.0715864896774292,0.8848058581352234,1.1569489240646362,1.0370824337005615,33.78021240234375,-31.163330078125,19.207916259765625,0.4926072657108307,0.550725519657135,0.546237587928772,0.49349507689476013,-0.56982421875,-0.0462646484375,0.78485107421875,0.0,0.3162393271923065,0.7948718070983887,0.3417721390724182,,,
1737016793.4398391,0.11175904422998428,0.0644925907254219,0.0367656871676445,0.15029309689998627,0.0694444477558136,0.3333333432674408,0.028169013559818268,0.0,0.0,1.0,1.0,0.0,821.97802734375,807.87548828125,818.3516235351562,813.113525390625,0.19847740232944489,0.1928969770669937,-0.24744850397109985,-0.2755524218082428,1.0,1.0,1.0,1.0,0.0,0.2585148811340332,0.3096539378166199,0.34687668085098267,0.24841442704200745,0.3333333432674408,0.7916666865348816,1.0,0.5675675868988037,0.059311527758836746,0.0760643407702446,0.019218668341636658,0.021418539807200432,1.0,0.4736209809780121,0.12122569978237152,0.03427089750766754,0.5705967545509338,0.30263158679008484,0.3461538553237915,0.3095238208770752,0.5833333134651184,0.46952441334724426,0.3738175630569458,0.48295843601226807,0.4758932292461395,0.10089011490345001,0.1759715974330902,0.11418051272630692,0.10398072749376297,0.8378238677978516,0.8025924563407898,1.0090032815933228,0.7888345122337341,0.03448275849223137,0.28205129504203796,0.8999999761581421,0.20588235557079315,0.0,1.0969964265823364,0.8843755722045898,1.1527379751205444,1.071167230606079,31.454925537109375,-32.172698974609375,22.14630126953125,0.4291869103908539,0.5571584701538086,0.5264201760292053,0.4106105864048004,-0.53802490234375,-0.0018310546875,0.80712890625,0.0,0.3103448152542114,0.7435897588729858,0.2405063360929489,,,
1737016793.717803,0.10849162191152573,0.06366290152072906,0.03678722679615021,0.15029309689998627,0.125,0.3857142925262451,0.07042253762483597,0.0,0.0,1.0,1.0,0.0,818.7545776367188,799.4139404296875,796.1904907226562,807.4725341796875,0.23956184089183807,0.2718505561351776,-0.21445682644844055,-0.2755524218082428,1.0,1.0,1.0,1.0,0.0,0.2446705400943756,0.30335739254951477,0.3551194965839386,0.24841442704200745,0.42424243688583374,0.7916666865348816,1.0,0.5675675868988037,0.06407653540372849,0.08992674201726913,0.020912425592541695,0.021418539807200432,1.0,0.4682590067386627,0.12184812873601913,0.030835812911391258,0.5705967545509338,0.30666667222976685,0.3461538553237915,0.3095238208770752,0.5833333134651184,0.49447542428970337,0.36846181750297546,0.4736890494823456,0.4758932292461395,0.08828587085008621,0.17459115386009216,0.11349180340766907,0.10398072749376297,0.8214445114135742,0.7999162673950195,1.015513300895691,0.7888345122337341,0.0,0.28205129504203796,0.8999999761581421,0.20588235557079315,0.0,1.1270074844360352,0.8843541741371155,1.140632152557373,1.071167230606079,22.17620849609375,-30.288543701171875,20.792999267578125,0.37875404953956604,0.5599839091300964,0.5201032757759094,0.4106105864048004,-0.50347900390625,0.044189453125,0.8145751953125,0.0,0.31896552443504333,0.7631579041481018,0.2405063360929489,,,
1737016794.0058076,0.10849162191152573,0.06303869932889938,0.03680005297064781,0.15029309689998627,0.125,0.43382352590560913,0.1267605572938919,0.0,0.0,1.0,1.0,0.0,821.1721801757812,794.981689453125,784.908447265625,809.4871826171875,0.23956184089183807,0.3253785967826843,-0.17772656679153442,-0.2755524218082428,1.0,1.0,1.0,1.0,0.0,0.2446705400943756,0.29542240500450134,0.3670453131198883,0.24841442704200745,0.42424243688583374,0.782608687877655,0.9189189076423645,0.5675675868988037,0.06407653540372849,0.10151424258947372,0.023218952119350433,0.021418539807200432,1.0,0.4682590067386627,0.1184588372707367,0.022279245778918266,0.5705967545509338,0.30666667222976685,0.36000001430511475,0.2857142984867096,0.5833333134651184,0.49447542428970337,0.3657146692276001,0.45739924907684326,0.4758932292461395,0.08828587085008621,0.17430999875068665,0.11553642898797989,0.10398072749376297,0.8214445114135742,0.7892950177192688,1.0211504697799683,0.7888345122337341,0.0,0.25641027092933655,0.9333333373069763,0.20588235557079315,0.0,1.1270074844360352,0.8819940090179443,1.116726279258728,1.071167230606079,26.976318359375,-31.38763427734375,22.632293701171875,0.37875404953956604,0.5601739287376404,0.5191497206687927,0.4106105864048004,-0.490234375,0.0670166015625,0.82623291015625,0.0,0.31896552443504333,0.7567567825317383,0.2405063360929489,100.0,4006.199951171875,0.0
1737016794.2630422,0.10849162191152573,0.06278125941753387,0.037326302379369736,0.15029309689998627,0.125,0.4661654233932495,0.18309858441352844,0.0,1.0,1.0,1.0,1.0,838.4981689453125,808.6813354492188,788.5347900390625,819.1575317382812,0.23956184089183807,0.352190762758255,-0.13375847041606903,-0.2755524218082428,1.0,1.0,1.0,1.0,0.0,0.2446705400943756,0.287992000579834,0.3789786100387573,0.24841442704200745,0.42424243688583374,0.739130437374115,0.837837815284729,0.5675675868988037,0.06407653540372849,0.10895352065563202,0.026642242446541786,0.021418539807200432,1.0,0.4682590067386627,0.11277952790260315,0.012685730122029781,0.5705967545509338,0.30666667222976685,0.3499999940395355,0.261904776096344,0.5833333134651184,0.49447542428970337,0.3640887439250946,0.43602150678634644,0.4758932292461395,0.08828587085008621,0.17618447542190552,0.12103134393692017,0.10398072749376297,0.8214445114135742,0.7743299007415771,1.0192854404449463,0.7888345122337341,0.0,0.21052631735801697,0.9333333373069763,0.20588235557079315,0.0,1.1270074844360352,0.876156747341156,1.0801786184310913,1.071167230606079,17.2564697265625,-29.017486572265625,18.609771728515625,0.37875404953956604,0.5609171390533447,0.5235686302185059,0.4106105864048004,-0.47869873046875,0.07635498046875,0.85845947265625,0.0,0.31896552443504333,0.7567567825317383,0.2405063360929489,,,
1737016794.5248036,0.10849162191152573,0.06255295127630234,0.03899294137954712,0.15029309689998627,0.125,0.47727271914482117,0.2753623127937317,0.0,1.0,1.0,1.0,1.0,852.6007080078125,800.6226806640625,790.5494384765625,810.2930297851562,0.23956184089183807,0.36217403411865234,-0.07930942624807358,-0.2755524218082428,1.0,1.0,1.0,1.0,0.0,0.2446705400943756,0.283333957195282,0.3882870674133301,0.24841442704200745,0.42424243688583374,0.695652186870575,0.7027027010917664,0.5675675868988037,0.06407653540372849,0.11311983317136765,0.031722329556941986,0.021418539807200432,1.0,0.4682590067386627,0.10488305985927582,0.010311533696949482,0.5705967545509338,0.30666667222976685,0.3541666567325592,0.261904776096344,0.5833333134651184,0.49447542428970337,0.36222851276397705,0.4135148525238037,0.4758932292461395,0.08828587085008621,0.1787647306919098,0.1274828314781189,0.10398072749376297,0.8214445114135742,0.7609339356422424,1.0084784030914307,0.7888345122337341,0.0,0.18421052396297455,0.8999999761581421,0.20588235557079315,0.0,1.1270074844360352,0.8676179051399231,1.0358166694641113,1.071167230606079,14.415283203125,-27.40997314453125,16.19476318359375,0.37875404953956604,0.5609171390533447,0.5247772336006165,0.4106105864048004,-0.4781494140625,0.07452392578125,0.8914794921875,0.0,0.31896552443504333,0.7567567825317383,0.2405063360929489,,,
1737016794.7848423,0.10849162191152573,0.061834342777729034,0.04187244921922684,0.15029309689998627,0.125,0.4883720874786377,0.3478260934352875,0.0,1.0,1.0,1.0,0.0,840.5128173828125,812.3076782226562,809.4871826171875,810.6959838867188,0.23956184089183807,0.3637402653694153,-0.026119429618120193,-0.2755524218082428,1.0,1.0,1.0,1.0,0.0,0.2446705400943756,0.2825144827365875,0.39343610405921936,0.24841442704200745,0.42424243688583374,0.6521739363670349,0.5945945978164673,0.5675675868988037,0.06407653540372849,0.11524155735969543,0.03756844624876976,0.021418539807200432,1.0,0.4682590067386627,0.09336088597774506,0.020985689014196396,0.5705967545509338,0.30666667222976685,0.35483869910240173,0.2926829159259796,0.5833333134651184,0.49447542428970337,0.3589475154876709,0.3935496509075165,0.4758932292461395,0.08828587085008621,0.1814621239900589,0.13357336819171906,0.10398072749376297,0.8214445114135742,0.7531718611717224,0.9939315319061279,0.7888345122337341,0.0,0.15789473056793213,0.8333333134651184,0.20588235557079315,0.0,1.1270074844360352,0.8571620583534241,0.9940568804740906,1.071167230606079,12.51617431640625,-25.55572509765625,14.13116455078125,0.37875404953956604,0.5609171390533447,0.5247772336006165,0.4106105864048004,-0.4759521484375,0.07391357421875,0.9024658203125,0.0,0.31896552443504333,0.7567567825317383,0.2405063360929489,,,
