timestamp,channel_1,channel_2,channel_3
1737017483290249.0,-0.501220703125,-0.14862060546875,0.829833984375
1737017483290258.0,-0.49810791015625,-0.1610107421875,0.82861328125
1737017483290264.0,-0.4959716796875,-0.1629638671875,0.825927734375
1737017483334152.0,-0.49798583984375,-0.17303466796875,0.83197021484375
1737017483334158.0,-0.495361328125,-0.1783447265625,0.8387451171875
1737017483334161.0,-0.49468994140625,-0.1812744140625,0.8385009765625
1737017483398515.0,-0.48651123046875,-0.17779541015625,0.8453369140625
1737017483398642.0,-0.48822021484375,-0.17529296875,0.8409423828125
1737017483398661.0,-0.48211669921875,-0.17706298828125,0.8375244140625
1737017483442230.0,-0.4849853515625,-0.1785888671875,0.84674072265625
1737017483442245.0,-0.482421875,-0.19293212890625,0.85369873046875
1737017483442257.0,-0.48626708984375,-0.1998291015625,0.85589599609375
1737017483485735.0,-0.482177734375,-0.20916748046875,0.85015869140625
1737017483485744.0,-0.48687744140625,-0.20867919921875,0.85321044921875
1737017483485750.0,-0.48028564453125,-0.21173095703125,0.84759521484375
1737017483549994.0,-0.48358154296875,-0.21160888671875,0.84649658203125
1737017483550005.0,-0.48138427734375,-0.21551513671875,0.84881591796875
1737017483550009.0,-0.485595703125,-0.21142578125,0.8475341796875
1737017483613260.0,-0.48431396484375,-0.21063232421875,0.843017578125
1737017483613266.0,-0.48193359375,-0.21234130859375,0.8406982421875
1737017483613271.0,-0.48052978515625,-0.21337890625,0.83782958984375
1737017483677235.0,-0.48394775390625,-0.214599609375,0.8397216796875
1737017483677246.0,-0.4876708984375,-0.21795654296875,0.8453369140625
1737017483677251.0,-0.48858642578125,-0.22357177734375,0.8477783203125
1737017483719654.0,-0.4918212890625,-0.2264404296875,0.841064453125
1737017483719678.0,-0.48492431640625,-0.23406982421875,0.82501220703125
1737017483719687.0,-0.48974609375,-0.23406982421875,0.8236083984375
1737017483784419.0,-0.4896240234375,-0.23406982421875,0.8182373046875
1737017483784425.0,-0.49310302734375,-0.23590087890625,0.8275146484375
1737017483784432.0,-0.4998779296875,-0.23345947265625,0.83740234375
1737017483829480.0,-0.4927978515625,-0.23638916015625,0.8310546875
1737017483829486.0,-0.490966796875,-0.23480224609375,0.83026123046875
1737017483829490.0,-0.48583984375,-0.23779296875,0.83544921875
1737017483892194.0,-0.488037109375,-0.2364501953125,0.8314208984375
1737017483892204.0,-0.48480224609375,-0.2330322265625,0.814697265625
1737017483892209.0,-0.48480224609375,-0.223388671875,0.8223876953125
1737017483936211.0,-0.480712890625,-0.2166748046875,0.8260498046875
