timestamp,channel_1
1737017483313191.0,0.0
1737017483399567.0,0.0
1737017483549150.0,0.0
1737017483634776.0,0.0
1737017483742472.0,0.0
1737017483829244.0,0.0
1737017483915151.0,0.0
1737017484023135.0,0.0
1737017484151944.0,0.0
1737017484260968.0,0.0
1737017484376147.0,0.0
1737017484447825.0,0.0
1737017484533411.0,0.0
1737017484618209.0,0.0
1737017484766843.0,0.0
1737017484855394.0,1.0
1737017484964152.0,1.0
1737017485048911.0,0.0
1737017485134917.0,0.0
1737017485241309.0,0.0
1737017485370067.0,0.0
1737017485454928.0,0.0
1737017485561948.0,0.0
1737017485648215.0,0.0
1737017485754915.0,0.0
1737017485840847.0,0.0
1737017485990774.0,0.0
1737017486076886.0,0.0
1737017486163287.0,0.0
1737017486270915.0,0.0
1737017486356940.0,0.0
1737017486442080.0,0.0
1737017486591839.0,0.0
1737017486698846.0,0.0
1737017486786920.0,0.0
1737017486875133.0,0.0
1737017486962057.0,0.0
1737017487069915.0,0.0
1737017487197810.0,0.0
1737017487285106.0,0.0
1737017487393084.0,0.0
1737017487480200.0,0.0
1737017487586108.0,1.0
1737017487673049.0,0.0
1737017487822876.0,0.0
1737017487909078.0,0.0
1737017487997196.0,0.0
1737017488082145.0,0.0
1737017488189155.0,0.0
1737017488276405.0,0.0
1737017488404983.0,0.0
1737017488511737.0,0.0
1737017488617790.0,1.0
1737017488705862.0,0.0
1737017488792889.0,0.0
1737017488901955.0,0.0
1737017489053752.0,0.0
1737017489118788.0,0.0
1737017489204479.0,0.0
1737017489312286.0,0.0
1737017489398918.0,0.0
1737017489485075.0,0.0
1737017489635912.0,0.0
1737017489742018.0,0.0
1737017489827883.0,0.0
1737017489912944.0,0.0
1737017490040949.0,0.0
1737017490105057.0,0.0
1737017490252943.0,0.0
1737017490338895.0,0.0
1737017490449235.0,0.0
1737017490534922.0,0.0
1737017490620890.0,0.0
1737017490706527.0,1.0
1737017490855911.0,1.0
1737017490942180.0,0.0
1737017491049909.0,0.0
1737017491138155.0,0.0
1737017491244013.0,0.0
1737017491332089.0,0.0
1737017491459810.0,0.0
1737017491567993.0,0.0
1737017491653832.0,0.0
1737017491760902.0,0.0
1737017491846354.0,0.0
1737017491935208.0,0.0
1737017492083888.0,0.0
1737017492170902.0,0.0
1737017492259025.0,0.0
1737017492367017.0,0.0
1737017492454191.0,0.0
1737017492539096.0,0.0
1737017492690051.0,0.0
1737017492775016.0,0.0
1737017492861028.0,0.0
1737017492967256.0,0.0
1737017493074926.0,0.0
1737017493161951.0,0.0
1737017493288834.0,0.0
1737017493395005.0,1.0
1737017493480990.0,0.0
1737017493568118.0,0.0
1737017493675212.0,0.0
1737017493761294.0,0.0
1737017493910878.0,0.0
1737017493994927.0,0.0
