Channel_1,Channel_2,Channel_3,Channel_4,Timestamp
772.4176025390625,785.7142944335938,802.6373901367188,792.1611938476562,1736989956571517.0
783.6996459960938,797.3992919921875,797.3992919921875,792.967041015625,1736989956571536.0
775.2380981445312,791.7582397460938,794.981689453125,782.4908447265625,1736989956571541.0
794.5787353515625,789.3406372070312,799.4139404296875,798.2051391601562,1736989956571530.0
784.1025390625,798.6080322265625,787.3259887695312,801.4285888671875,1736989956571552.0
787.7289428710938,791.7582397460938,794.1758422851562,789.3406372070312,1736989956571547.0
782.4908447265625,800.2197875976562,776.0439453125,804.6520385742188,1736989956571558.0
785.7142944335938,798.6080322265625,772.0146484375,795.7875366210938,1736989956571570.0
787.3259887695312,794.5787353515625,786.1171875,792.5640869140625,1736989956571580.0
798.2051391601562,788.937744140625,812.7106323242188,806.2637329101562,1736989956571591.0
800.2197875976562,788.5347900390625,818.7545776367188,811.098876953125,1736989956571605.0
784.5054931640625,793.7728881835938,805.4578857421875,797.8021850585938,1736989956571615.0
784.5054931640625,799.010986328125,804.2490844726562,794.5787353515625,1736989956635406.0
799.8168334960938,792.967041015625,808.6813354492188,794.981689453125,1736989956635448.0
805.054931640625,795.3846435546875,798.2051391601562,797.3992919921875,1736989956635456.0
784.5054931640625,790.952392578125,783.2966918945312,788.5347900390625,1736989956635467.0
768.3883056640625,789.3406372070312,776.8497924804688,775.6410522460938,1736989956635480.0
792.1611938476562,802.2344360351562,778.8644409179688,794.5787353515625,1736989956635490.0
812.7106323242188,798.6080322265625,791.7582397460938,809.89013671875,1736989956635499.0
786.5201416015625,786.5201416015625,792.967041015625,791.3552856445312,1736989956635510.0
768.3883056640625,795.3846435546875,795.3846435546875,794.5787353515625,1736989956636147.0
768.7911987304688,803.4432373046875,797.3992919921875,803.8461303710938,1736989956636159.0
792.1611938476562,800.2197875976562,799.8168334960938,804.6520385742188,1736989956636164.0
814.7252807617188,792.967041015625,811.5018310546875,815.1282348632812,1736989956636170.0
804.6520385742188,802.2344360351562,815.1282348632812,813.113525390625,1736989956677451.0
788.1318969726562,802.6373901367188,811.098876953125,807.87548828125,1736989956677487.0
