TP9,AF7,AF8,TP10,Timestamp
796.1904907226562,797.8021850585938,791.7582397460938,805.054931640625,1736992693022862.0
803.8461303710938,801.025634765625,786.1171875,808.2783813476562,1736992693022918.0
814.3223266601562,819.1575317382812,795.3846435546875,814.7252807617188,1736992693022930.0
821.1721801757812,811.5018310546875,809.4871826171875,819.5604248046875,1736992693022939.0
807.87548828125,797.3992919921875,803.4432373046875,801.8314819335938,1736992693022947.0
792.1611938476562,788.1318969726562,791.3552856445312,789.3406372070312,1736992693022956.0
782.087890625,788.1318969726562,786.5201416015625,785.7142944335938,1736992693024424.0
778.4615478515625,794.5787353515625,786.5201416015625,781.2820434570312,1736992693024450.0
783.2966918945312,784.5054931640625,794.5787353515625,796.996337890625,1736992693024459.0
784.908447265625,782.087890625,798.2051391601562,790.5494384765625,1736992693024468.0
790.5494384765625,783.2966918945312,789.3406372070312,784.1025390625,1736992693024478.0
818.3516235351562,786.5201416015625,790.1465454101562,821.97802734375,1736992693024486.0
833.2600708007812,803.8461303710938,805.054931640625,825.2014770507812,1736992693088653.0
818.7545776367188,800.2197875976562,801.4285888671875,794.1758422851562,1736992693088726.0
802.2344360351562,779.6703491210938,793.7728881835938,786.5201416015625,1736992693088747.0
804.2490844726562,782.087890625,805.8607788085938,801.025634765625,1736992693088757.0
811.5018310546875,798.6080322265625,802.2344360351562,795.3846435546875,1736992693088780.0
797.8021850585938,790.952392578125,784.1025390625,788.5347900390625,1736992693088791.0
767.9853515625,788.937744140625,775.2380981445312,791.7582397460938,1736992693088803.0
755.091552734375,790.1465454101562,784.5054931640625,784.5054931640625,1736992693088814.0
773.6264038085938,780.0732421875,800.6226806640625,795.3846435546875,1736992693088823.0
798.2051391601562,777.6557006835938,801.4285888671875,820.3662719726562,1736992693088837.0
804.6520385742188,792.1611938476562,800.2197875976562,821.1721801757812,1736992693088847.0
802.2344360351562,801.8314819335938,805.4578857421875,818.7545776367188,1736992693088856.0
790.5494384765625,792.5640869140625,796.5933837890625,803.8461303710938,1736992693136836.0
784.5054931640625,805.8607788085938,795.7875366210938,789.3406372070312,1736992693136894.0
774.8351440429688,806.2637329101562,799.010986328125,783.2966918945312,1736992693136909.0
771.2088012695312,784.908447265625,788.5347900390625,771.2088012695312,1736992693136918.0
779.6703491210938,776.8497924804688,785.3113403320312,774.4322509765625,1736992693136927.0
781.6849975585938,785.3113403320312,786.5201416015625,790.5494384765625,1736992693136935.0
790.5494384765625,788.937744140625,787.7289428710938,794.1758422851562,1736992693136944.0
791.3552856445312,789.3406372070312,803.4432373046875,805.4578857421875,1736992693136953.0
784.5054931640625,797.3992919921875,809.89013671875,819.5604248046875,1736992693138026.0
785.3113403320312,798.2051391601562,803.040283203125,803.8461303710938,1736992693138058.0
790.952392578125,808.6813354492188,796.5933837890625,798.2051391601562,1736992693138072.0
788.5347900390625,805.054931640625,788.5347900390625,802.6373901367188,1736992693138083.0
780.4761962890625,788.1318969726562,782.087890625,789.7435913085938,1736992693159899.0
778.4615478515625,788.1318969726562,782.893798828125,783.6996459960938,1736992693159918.0
791.3552856445312,798.2051391601562,790.952392578125,796.1904907226562,1736992693159927.0
812.3076782226562,798.2051391601562,801.8314819335938,813.91943359375,1736992693160125.0
815.1282348632812,795.3846435546875,801.8314819335938,810.2930297851562,1736992693160142.0
804.2490844726562,794.981689453125,796.5933837890625,797.3992919921875,1736992693160151.0
793.7728881835938,774.8351440429688,790.1465454101562,792.5640869140625,1736992693160159.0
793.7728881835938,770.4029541015625,784.908447265625,789.3406372070312,1736992693160168.0
822.7838745117188,792.1611938476562,793.7728881835938,808.2783813476562,1736992693160178.0
827.2161254882812,802.6373901367188,801.8314819335938,811.90478515625,1736992693160186.0
807.069580078125,806.6666870117188,796.5933837890625,799.8168334960938,1736992693160195.0
800.6226806640625,807.87548828125,786.1171875,794.5787353515625,1736992693160203.0
770.0,797.8021850585938,769.5970458984375,770.8058471679688,1736992693203917.0
761.5384521484375,789.3406372070312,774.029296875,766.3735961914062,1736992693203939.0
784.1025390625,787.3259887695312,780.0732421875,782.4908447265625,1736992693204087.0
778.4615478515625,778.05859375,784.1025390625,775.6410522460938,1736992693204106.0
777.2527465820312,776.4468994140625,799.010986328125,787.7289428710938,1736992693204119.0
805.4578857421875,797.8021850585938,821.97802734375,816.3369750976562,1736992693204130.0
797.8021850585938,803.040283203125,805.054931640625,799.4139404296875,1736992693204143.0
778.8644409179688,801.025634765625,780.0732421875,781.2820434570312,1736992693204154.0
783.2966918945312,796.5933837890625,775.2380981445312,787.7289428710938,1736992693204166.0
801.025634765625,797.8021850585938,778.4615478515625,790.952392578125,1736992693204178.0
797.3992919921875,804.6520385742188,791.7582397460938,793.3699340820312,1736992693205262.0
785.7142944335938,794.981689453125,801.025634765625,801.4285888671875,1736992693205617.0
805.4578857421875,798.6080322265625,811.098876953125,821.1721801757812,1736992693250706.0
810.2930297851562,794.1758422851562,805.054931640625,822.3809814453125,1736992693250734.0
803.8461303710938,792.5640869140625,797.8021850585938,809.89013671875,1736992693250744.0
801.025634765625,800.2197875976562,793.3699340820312,810.6959838867188,1736992693250753.0
790.952392578125,796.5933837890625,790.5494384765625,803.4432373046875,1736992693250761.0
784.1025390625,792.1611938476562,797.3992919921875,790.1465454101562,1736992693250770.0
799.8168334960938,788.5347900390625,803.8461303710938,792.5640869140625,1736992693250778.0
794.981689453125,788.1318969726562,796.996337890625,786.5201416015625,1736992693250787.0
772.8204956054688,799.4139404296875,787.7289428710938,780.879150390625,1736992693250797.0
763.9560546875,799.010986328125,790.5494384765625,776.8497924804688,1736992693250805.0
779.6703491210938,808.2783813476562,788.5347900390625,786.5201416015625,1736992693250813.0
787.3259887695312,807.4725341796875,790.5494384765625,794.981689453125,1736992693250825.0
778.4615478515625,785.3113403320312,809.89013671875,785.3113403320312,1736992693294357.0
779.2673950195312,784.5054931640625,819.5604248046875,794.1758422851562,1736992693295334.0
783.2966918945312,795.3846435546875,813.5164794921875,807.87548828125,1736992693295395.0
776.4468994140625,797.3992919921875,794.981689453125,800.2197875976562,1736992693295411.0
776.4468994140625,798.6080322265625,782.087890625,791.7582397460938,1736992693295445.0
772.8204956054688,790.952392578125,787.7289428710938,780.4761962890625,1736992693295544.0
757.912109375,784.908447265625,787.3259887695312,762.7472534179688,1736992693295563.0
763.5531005859375,789.3406372070312,791.3552856445312,775.2380981445312,1736992693295576.0
783.2966918945312,788.1318969726562,791.7582397460938,791.3552856445312,1736992693295589.0
803.040283203125,796.5933837890625,797.8021850585938,793.7728881835938,1736992693295601.0
805.4578857421875,798.6080322265625,808.6813354492188,797.3992919921875,1736992693295612.0
803.8461303710938,801.025634765625,810.2930297851562,809.89013671875,1736992693295624.0
799.010986328125,797.8021850585938,796.996337890625,813.91943359375,1736992693339900.0
767.1795043945312,780.4761962890625,758.3150024414062,778.8644409179688,1736992693339974.0
750.6593627929688,780.0732421875,757.912109375,757.106201171875,1736992693339998.0
783.6996459960938,787.3259887695312,796.5933837890625,785.7142944335938,1736992693340014.0
795.7875366210938,789.7435913085938,799.8168334960938,801.025634765625,1736992693340027.0
777.6557006835938,790.5494384765625,781.2820434570312,776.0439453125,1736992693340042.0
777.2527465820312,793.7728881835938,776.0439453125,778.05859375,1736992693340082.0
