Channel_1,Channel_2,Channel_3,Channel_4,Timestamp
801.8314819335938,800.6226806640625,807.87548828125,812.7106323242188,1736989859455862.0
780.4761962890625,794.1758422851562,798.6080322265625,784.1025390625,1736989859455900.0
776.8497924804688,784.1025390625,793.3699340820312,780.4761962890625,1736989859456933.0
782.893798828125,786.1171875,794.5787353515625,786.5201416015625,1736989859457016.0
786.1171875,790.1465454101562,799.8168334960938,786.1171875,1736989859457282.0
791.7582397460938,796.5933837890625,797.8021850585938,796.1904907226562,1736989859457410.0
805.054931640625,804.6520385742188,780.879150390625,805.054931640625,1736989859457427.0
812.7106323242188,801.025634765625,780.879150390625,805.054931640625,1736989859457439.0
794.5787353515625,794.981689453125,802.2344360351562,796.5933837890625,1736989859457453.0
779.6703491210938,787.7289428710938,808.2783813476562,786.5201416015625,1736989859457478.0
784.908447265625,793.7728881835938,807.4725341796875,791.3552856445312,1736989859457494.0
786.5201416015625,800.2197875976562,810.2930297851562,791.7582397460938,1736989859457511.0
790.952392578125,806.2637329101562,814.3223266601562,794.5787353515625,1736989859498903.0
793.3699340820312,811.098876953125,811.5018310546875,799.010986328125,1736989859498940.0
781.6849975585938,796.1904907226562,795.7875366210938,788.5347900390625,1736989859498947.0
783.6996459960938,775.6410522460938,795.7875366210938,784.908447265625,1736989859498953.0
795.3846435546875,782.893798828125,799.4139404296875,794.981689453125,1736989859498958.0
788.1318969726562,800.6226806640625,790.5494384765625,803.8461303710938,1736989859498966.0
794.5787353515625,794.5787353515625,794.1758422851562,798.2051391601562,1736989859498971.0
805.054931640625,793.7728881835938,806.2637329101562,794.981689453125,1736989859498981.0
796.1904907226562,802.2344360351562,804.2490844726562,796.5933837890625,1736989859498986.0
779.6703491210938,789.7435913085938,784.1025390625,784.5054931640625,1736989859498992.0
778.05859375,770.0,771.6116943359375,770.8058471679688,1736989859498998.0
778.8644409179688,780.879150390625,774.029296875,765.1648559570312,1736989859499007.0
783.6996459960938,793.3699340820312,774.4322509765625,773.2234497070312,1736989859541915.0
796.996337890625,791.7582397460938,802.2344360351562,782.4908447265625,1736989859541971.0
794.981689453125,797.8021850585938,782.4908447265625,780.4761962890625,1736989859541956.0
796.5933837890625,786.923095703125,809.4871826171875,785.3113403320312,1736989859541981.0
798.6080322265625,794.1758422851562,809.084228515625,789.7435913085938,1736989859544837.0
799.8168334960938,794.5787353515625,811.098876953125,798.6080322265625,1736989859544866.0
786.923095703125,794.5787353515625,801.025634765625,792.5640869140625,1736989859544876.0
782.893798828125,790.1465454101562,787.3259887695312,788.937744140625,1736989859544885.0
791.3552856445312,790.952392578125,782.087890625,795.7875366210938,1736989859544895.0
803.040283203125,808.6813354492188,788.5347900390625,800.2197875976562,1736989859544904.0
807.4725341796875,813.5164794921875,790.1465454101562,797.8021850585938,1736989859544913.0
790.1465454101562,791.7582397460938,791.7582397460938,788.937744140625,1736989859544943.0
777.6557006835938,776.0439453125,793.7728881835938,776.4468994140625,1736989859585995.0
782.4908447265625,778.05859375,799.4139404296875,784.5054931640625,1736989859586047.0
788.1318969726562,794.1758422851562,799.010986328125,787.3259887695312,1736989859586063.0
793.7728881835938,791.3552856445312,813.91943359375,802.2344360351562,1736989859586056.0
780.4761962890625,787.7289428710938,785.3113403320312,774.029296875,1736989859586075.0
793.3699340820312,800.6226806640625,803.4432373046875,792.1611938476562,1736989859586119.0
793.3699340820312,805.054931640625,807.87548828125,798.2051391601562,1736989859586138.0
786.1171875,794.981689453125,792.5640869140625,782.4908447265625,1736989859586147.0
789.7435913085938,797.8021850585938,793.7728881835938,788.1318969726562,1736989859586157.0
793.3699340820312,798.2051391601562,804.6520385742188,797.8021850585938,1736989859586165.0
794.1758422851562,791.3552856445312,802.2344360351562,788.1318969726562,1736989859586174.0
786.5201416015625,789.7435913085938,794.5787353515625,784.1025390625,1736989859586186.0
784.1025390625,795.7875366210938,796.1904907226562,788.1318969726562,1736989859627888.0
801.4285888671875,808.2783813476562,806.6666870117188,799.8168334960938,1736989859627937.0
804.6520385742188,801.025634765625,804.2490844726562,802.6373901367188,1736989859627951.0
786.5201416015625,779.2673950195312,791.7582397460938,790.5494384765625,1736989859627963.0
781.6849975585938,783.6996459960938,783.2966918945312,784.908447265625,1736989859628317.0
788.1318969726562,801.4285888671875,786.5201416015625,794.1758422851562,1736989859628337.0
792.5640869140625,803.8461303710938,792.5640869140625,802.6373901367188,1736989859629294.0
789.3406372070312,790.5494384765625,786.1171875,789.3406372070312,1736989859629396.0
780.4761962890625,788.937744140625,792.5640869140625,784.5054931640625,1736989859629415.0
782.4908447265625,798.2051391601562,799.4139404296875,786.1171875,1736989859629429.0
794.1758422851562,804.6520385742188,802.2344360351562,788.1318969726562,1736989859629439.0
801.025634765625,792.1611938476562,802.2344360351562,798.2051391601562,1736989859629564.0
788.1318969726562,780.879150390625,786.1171875,791.7582397460938,1736989859692905.0
786.5201416015625,790.5494384765625,776.0439453125,784.908447265625,1736989859692941.0
787.3259887695312,793.7728881835938,789.3406372070312,783.6996459960938,1736989859692948.0
790.1465454101562,797.8021850585938,805.054931640625,795.3846435546875,1736989859692953.0
802.6373901367188,802.2344360351562,799.010986328125,806.2637329101562,1736989859692959.0
796.996337890625,802.2344360351562,786.923095703125,799.010986328125,1736989859692964.0
796.996337890625,807.4725341796875,799.8168334960938,792.5640869140625,1736989859692969.0
794.1758422851562,800.2197875976562,807.87548828125,790.5494384765625,1736989859692974.0
787.3259887695312,790.952392578125,794.1758422851562,782.4908447265625,1736989859692979.0
786.5201416015625,792.5640869140625,785.7142944335938,776.8497924804688,1736989859692984.0
788.5347900390625,802.2344360351562,794.981689453125,782.893798828125,1736989859692989.0
793.3699340820312,801.025634765625,795.3846435546875,791.7582397460938,1736989859692995.0
795.7875366210938,792.967041015625,788.5347900390625,795.7875366210938,1736989859736075.0
798.2051391601562,792.5640869140625,794.5787353515625,801.025634765625,1736989859736099.0
804.6520385742188,794.5787353515625,803.8461303710938,804.2490844726562,1736989859736109.0
817.94873046875,807.069580078125,811.5018310546875,813.5164794921875,1736989859736120.0
803.8461303710938,801.8314819335938,796.1904907226562,803.8461303710938,1736989859736129.0
782.893798828125,794.981689453125,787.3259887695312,783.2966918945312,1736989859736167.0
782.087890625,788.5347900390625,791.7582397460938,776.4468994140625,1736989859736187.0
786.1171875,787.7289428710938,786.923095703125,774.8351440429688,1736989859736198.0
799.4139404296875,794.5787353515625,792.967041015625,797.3992919921875,1736989859737338.0
801.4285888671875,787.3259887695312,796.996337890625,805.8607788085938,1736989859737357.0
798.2051391601562,792.1611938476562,796.1904907226562,794.1758422851562,1736989859737365.0
792.1611938476562,808.6813354492188,801.4285888671875,794.5787353515625,1736989859737374.0
793.3699340820312,794.5787353515625,799.8168334960938,794.981689453125,1736989859778951.0
804.6520385742188,782.4908447265625,788.5347900390625,799.4139404296875,1736989859778971.0
803.040283203125,796.1904907226562,772.4176025390625,805.054931640625,1736989859778979.0
788.1318969726562,783.2966918945312,771.2088012695312,791.7582397460938,1736989859778993.0
768.7911987304688,774.029296875,792.1611938476562,776.8497924804688,1736989859779004.0
773.2234497070312,782.893798828125,807.87548828125,782.087890625,1736989859779017.0
782.087890625,782.893798828125,806.6666870117188,788.1318969726562,1736989859779031.0
791.3552856445312,790.5494384765625,812.3076782226562,809.89013671875,1736989859779041.0
