Channel_1,Channel_2,Channel_3,Channel_4,Timestamp
799.010986328125,789.3406372070312,813.5164794921875,805.8607788085938,1736989595806470.0
790.952392578125,792.5640869140625,807.069580078125,794.5787353515625,1736989595806508.0
798.2051391601562,802.6373901367188,790.1465454101562,804.6520385742188,1736989595806524.0
780.0732421875,811.5018310546875,788.5347900390625,803.040283203125,1736989595806530.0
796.1904907226562,793.3699340820312,795.3846435546875,789.3406372070312,1736989595806516.0
765.970703125,798.2051391601562,796.996337890625,791.7582397460938,1736989595806535.0
770.8058471679688,787.3259887695312,794.1758422851562,788.937744140625,1736989595807214.0
771.2088012695312,787.3259887695312,787.7289428710938,782.893798828125,1736989595807228.0
778.4615478515625,791.7582397460938,786.1171875,783.6996459960938,1736989595807255.0
794.981689453125,791.7582397460938,790.952392578125,795.7875366210938,1736989595807431.0
791.3552856445312,785.3113403320312,797.3992919921875,794.1758422851562,1736989595807445.0
795.3846435546875,795.3846435546875,796.996337890625,808.2783813476562,1736989595807455.0
788.5347900390625,809.084228515625,794.5787353515625,808.6813354492188,1736989595850315.0
789.3406372070312,805.4578857421875,792.967041015625,800.2197875976562,1736989595850370.0
784.1025390625,797.3992919921875,799.8168334960938,796.996337890625,1736989595850376.0
778.05859375,786.923095703125,796.5933837890625,792.1611938476562,1736989595850382.0
777.2527465820312,806.6666870117188,786.923095703125,790.1465454101562,1736989595850361.0
797.3992919921875,790.1465454101562,791.7582397460938,801.8314819335938,1736989595850387.0
788.5347900390625,804.6520385742188,794.5787353515625,808.6813354492188,1736989595850402.0
785.3113403320312,796.996337890625,794.981689453125,795.7875366210938,1736989595850397.0
799.8168334960938,795.3846435546875,792.5640869140625,797.8021850585938,1736989595850392.0
799.010986328125,801.025634765625,816.7399291992188,810.6959838867188,1736989595850413.0
792.1611938476562,801.025634765625,801.8314819335938,794.1758422851562,1736989595850418.0
796.1904907226562,805.4578857421875,808.2783813476562,815.93408203125,1736989595850408.0
781.2820434570312,792.967041015625,790.1465454101562,784.1025390625,1736989595891378.0
766.7765502929688,787.3259887695312,777.6557006835938,774.029296875,1736989595891439.0
781.6849975585938,792.967041015625,792.5640869140625,780.0732421875,1736989595891447.0
792.967041015625,794.1758422851562,787.3259887695312,790.5494384765625,1736989595891458.0
801.4285888671875,808.2783813476562,788.1318969726562,804.6520385742188,1736989595891467.0
822.3809814453125,803.8461303710938,803.4432373046875,817.5457763671875,1736989595891475.0
776.8497924804688,785.7142944335938,784.1025390625,780.879150390625,1736989595891425.0
804.2490844726562,786.1171875,798.2051391601562,805.4578857421875,1736989595891483.0
780.0732421875,793.7728881835938,795.7875366210938,784.5054931640625,1736989595892714.0
776.0439453125,793.3699340820312,795.7875366210938,774.029296875,1736989595892797.0
