Channel_1,Channel_2,Channel_3,Channel_4,Timestamp
797.3992919921875,796.1904907226562,787.3259887695312,788.1318969726562,1736990176222791.0
796.996337890625,804.2490844726562,794.1758422851562,787.3259887695312,1736990176222851.0
811.098876953125,812.3076782226562,805.054931640625,809.4871826171875,1736990176222862.0
791.7582397460938,797.3992919921875,785.3113403320312,779.6703491210938,1736990176222834.0
805.054931640625,806.6666870117188,799.4139404296875,809.4871826171875,1736990176222872.0
795.3846435546875,781.6849975585938,782.893798828125,795.7875366210938,1736990176222913.0
809.4871826171875,754.2857055664062,779.2673950195312,801.025634765625,1736990176222929.0
807.069580078125,771.2088012695312,796.5933837890625,811.098876953125,1736990176222941.0
779.6703491210938,789.3406372070312,789.7435913085938,792.1611938476562,1736990176222953.0
777.2527465820312,800.6226806640625,780.879150390625,775.6410522460938,1736990176222965.0
793.7728881835938,814.7252807617188,783.2966918945312,784.1025390625,1736990176223018.0
798.2051391601562,803.8461303710938,776.0439453125,791.3552856445312,1736990176223034.0
793.3699340820312,784.908447265625,791.7582397460938,782.893798828125,1736990176266796.0
784.5054931640625,787.3259887695312,806.6666870117188,779.2673950195312,1736990176266836.0
784.908447265625,787.3259887695312,805.4578857421875,796.1904907226562,1736990176266849.0
785.7142944335938,790.952392578125,796.5933837890625,788.5347900390625,1736990176266854.0
789.7435913085938,792.5640869140625,798.2051391601562,792.967041015625,1736990176266863.0
776.4468994140625,778.4615478515625,780.4761962890625,779.2673950195312,1736990176266880.0
781.2820434570312,791.3552856445312,810.2930297851562,792.1611938476562,1736990176266843.0
775.2380981445312,780.0732421875,771.2088012695312,772.0146484375,1736990176266888.0
788.937744140625,795.7875366210938,786.923095703125,790.952392578125,1736990176266893.0
796.5933837890625,782.4908447265625,788.5347900390625,784.1025390625,1736990176266907.0
809.084228515625,790.1465454101562,801.8314819335938,798.6080322265625,1736990176266919.0
792.967041015625,793.7728881835938,785.7142944335938,793.3699340820312,1736990176266900.0
813.91943359375,795.7875366210938,803.8461303710938,806.2637329101562,1736990176329771.0
809.4871826171875,795.3846435546875,803.4432373046875,801.8314819335938,1736990176329813.0
805.8607788085938,808.2783813476562,801.4285888671875,810.2930297851562,1736990176330568.0
802.6373901367188,805.4578857421875,797.8021850585938,806.2637329101562,1736990176330590.0
795.3846435546875,800.2197875976562,796.1904907226562,793.7728881835938,1736990176330604.0
780.0732421875,793.7728881835938,785.3113403320312,783.6996459960938,1736990176330617.0
781.6849975585938,790.952392578125,778.05859375,786.5201416015625,1736990176330627.0
789.3406372070312,799.8168334960938,775.2380981445312,788.1318969726562,1736990176330637.0
802.2344360351562,805.4578857421875,786.1171875,794.981689453125,1736990176330648.0
828.8278198242188,805.8607788085938,808.2783813476562,825.2014770507812,1736990176330659.0
819.96337890625,795.3846435546875,790.952392578125,822.3809814453125,1736990176330668.0
807.4725341796875,790.1465454101562,768.3883056640625,809.4871826171875,1736990176330677.0
811.098876953125,796.996337890625,787.7289428710938,812.7106323242188,1736990176373070.0
786.923095703125,787.3259887695312,814.7252807617188,800.2197875976562,1736990176373147.0
770.8058471679688,794.5787353515625,801.025634765625,783.6996459960938,1736990176373158.0
772.0146484375,801.8314819335938,789.7435913085938,774.4322509765625,1736990176373166.0
805.8607788085938,798.6080322265625,802.6373901367188,811.90478515625,1736990176373120.0
778.05859375,803.4432373046875,796.996337890625,774.8351440429688,1736990176373178.0
804.6520385742188,792.967041015625,809.084228515625,812.3076782226562,1736990176373136.0
791.3552856445312,806.2637329101562,797.3992919921875,796.1904907226562,1736990176373188.0
807.87548828125,799.010986328125,778.8644409179688,818.3516235351562,1736990176373198.0
806.2637329101562,782.087890625,783.2966918945312,816.7399291992188,1736990176373208.0
803.8461303710938,787.7289428710938,813.5164794921875,812.3076782226562,1736990176373217.0
799.8168334960938,792.1611938476562,821.5750732421875,796.1904907226562,1736990176373230.0
794.5787353515625,786.1171875,811.90478515625,790.5494384765625,1736990176414980.0
762.7472534179688,799.010986328125,790.1465454101562,775.6410522460938,1736990176415028.0
787.3259887695312,794.981689453125,804.6520385742188,790.1465454101562,1736990176415020.0
766.7765502929688,796.996337890625,776.4468994140625,769.5970458984375,1736990176415036.0
787.7289428710938,786.5201416015625,773.6264038085938,784.5054931640625,1736990176415711.0
784.5054931640625,782.893798828125,785.7142944335938,804.6520385742188,1736990176415734.0
801.025634765625,807.4725341796875,812.3076782226562,820.7692260742188,1736990176415747.0
790.952392578125,790.5494384765625,805.8607788085938,785.3113403320312,1736990176415764.0
773.6264038085938,788.937744140625,787.7289428710938,760.3296508789062,1736990176415773.0
817.1428833007812,807.4725341796875,829.6337280273438,820.3662719726562,1736990176415755.0
770.4029541015625,785.3113403320312,794.5787353515625,752.2710571289062,1736990176415785.0
771.2088012695312,792.5640869140625,794.1758422851562,757.5091552734375,1736990176415798.0
773.2234497070312,794.5787353515625,780.0732421875,770.4029541015625,1736990176459924.0
