timestamp,channel_1
1737030165052338.0,0.0
1737030165159498.0,0.0
1737030165247321.0,0.0
1737030165353406.0,0.0
1737030165438381.0,0.0
1737030165524513.0,0.0
1737030165673454.0,0.0
1737030165759380.0,0.0
1737030165843432.0,0.0
1737030165973745.0,0.0
1737030166038806.0,0.0
1737030166144420.0,0.0
1737030166272408.0,0.0
1737030166379342.0,0.0
1737030166465517.0,0.0
1737030166551664.0,0.0
1737030166657517.0,0.0
1737030166744700.0,0.0
1737030166893469.0,0.0
1737030167000617.0,0.0
1737030167086959.0,0.0
1737030167171803.0,0.0
1737030167257896.0,0.0
1737030167365003.0,0.0
1737030167496633.0,0.0
1737030167604648.0,0.0
1737030167691725.0,0.0
1737030167778642.0,0.0
1737030167886711.0,0.0
1737030167973042.0,0.0
1737030168100540.0,0.0
1737030168209589.0,0.0
1737030168295798.0,0.0
1737030168380751.0,0.0
1737030168487815.0,0.0
1737030168574522.0,0.0
1737030168722794.0,0.0
1737030168808626.0,0.0
1737030168894670.0,0.0
1737030169003126.0,0.0
1737030169088825.0,0.0
1737030169175976.0,0.0
1737030169326922.0,0.0
1737030169414509.0,0.0
1737030169520711.0,0.0
1737030169606860.0,0.0
1737030169712835.0,0.0
1737030169797764.0,0.0
1737030169926768.0,0.0
1737030170032636.0,0.0
1737030170141185.0,0.0
1737030170228655.0,0.0
1737030170316348.0,0.0
1737030170422956.0,0.0
1737030170571796.0,0.0
1737030170636966.0,0.0
1737030170724229.0,0.0
1737030170830616.0,0.0
1737030170918853.0,0.0
1737030171004790.0,1.0
1737030171155605.0,0.0
1737030171263983.0,0.0
1737030171349969.0,0.0
1737030171435974.0,0.0
1737030171520972.0,0.0
1737030171628047.0,0.0
1737030171758184.0,0.0
1737030171843829.0,0.0
1737030171951850.0,0.0
1737030172058946.0,0.0
1737030172143887.0,0.0
1737030172230885.0,0.0
1737030172378883.0,0.0
1737030172463852.0,0.0
1737030172550098.0,0.0
1737030172656990.0,0.0
1737030172744031.0,0.0
1737030172851946.0,0.0
1737030172981012.0,0.0
1737030173089894.0,0.0
1737030173173911.0,0.0
1737030173260929.0,0.0
1737030173345957.0,0.0
1737030173451874.0,0.0
1737030173601773.0,0.0
1737030173687850.0,0.0
1737030173771906.0,0.0
1737030173877873.0,0.0
1737030173962950.0,0.0
1737030174069869.0,0.0
1737030174199978.0,0.0
1737030174307002.0,0.0
1737030174393853.0,0.0
1737030174477964.0,0.0
1737030174583818.0,0.0
1737030174668884.0,0.0
1737030174816774.0,0.0
1737030174933867.0,0.0
1737030174997929.0,0.0
1737030175083873.0,0.0
1737030175190006.0,0.0
1737030175277184.0,0.0
1737030175426974.0,0.0
1737030175513808.0,0.0
1737030175598146.0,0.0
1737030175706138.0,0.0
1737030175793205.0,0.0
1737030175900036.0,0.0
1737030176047014.0,0.0
1737030176132995.0,0.0
1737030176219140.0,0.0
1737030176305224.0,0.0
1737030176391026.0,0.0
1737030176500208.0,0.0
1737030176630859.0,0.0
1737030176740104.0,0.0
1737030176824205.0,0.0
1737030176930020.0,0.0
1737030177018124.0,0.0
1737030177105133.0,0.0
1737030177253333.0,0.0
1737030177337880.0,0.0
1737030177424933.0,0.0
1737030177533980.0,0.0
1737030177620091.0,0.0
1737030177727080.0,0.0
1737030177853850.0,0.0
1737030177960061.0,0.0
1737030178067326.0,0.0
1737030178130957.0,0.0
1737030178238102.0,0.0
1737030178324015.0,0.0
1737030178475578.0,0.0
1737030178560980.0,0.0
1737030178667841.0,0.0
1737030178753899.0,0.0
1737030178861944.0,0.0
1737030178946988.0,0.0
1737030179076371.0,0.0
1737030179182981.0,0.0
1737030179267961.0,0.0
1737030179352385.0,0.0
1737030179439612.0,0.0
1737030179547201.0,0.0
1737030179674050.0,0.0
1737030179779902.0,0.0
1737030179886892.0,0.0
1737030179975608.0,0.0
1737030180060828.0,0.0
1737030180146207.0,0.0
1737030180296854.0,0.0
1737030180382132.0,0.0
1737030180488913.0,0.0
1737030180574061.0,0.0
1737030180681888.0,0.0
1737030180769136.0,0.0
1737030180895851.0,0.0
1737030181021921.0,0.0
1737030181086991.0,0.0
1737030181174179.0,0.0
1737030181282989.0,0.0
1737030181367992.0,0.0
1737030181520187.0,0.0
1737030181606114.0,0.0
1737030181714060.0,0.0
1737030181800407.0,0.0
1737030181887074.0,0.0
1737030181973461.0,0.0
1737030182123051.0,0.0
1737030182210955.0,0.0
1737030182319028.0,0.0
1737030182406201.0,0.0
1737030182513302.0,0.0
1737030182599119.0,0.0
1737030182749264.0,0.0
1737030182834965.0,0.0
1737030182941314.0,0.0
1737030183026319.0,0.0
1737030183112087.0,0.0
1737030183198123.0,0.0
1737030183349385.0,0.0
1737030183433941.0,0.0
1737030183520974.0,0.0
