timestamp,channel_1,channel_2,channel_3,channel_4
1737030276753028.0,0.9079987406730652,1.0026284456253052,1.0863534212112427,0.8615728616714478
1737030276866664.0,0.9136388897895813,0.9903270602226257,1.096920132637024,0.8652508854866028
1737030276954681.0,0.9201155304908752,0.9907591342926025,1.101252555847168,0.8741397857666016
1737030277049258.0,0.9287795424461365,1.0001572370529175,1.0989552736282349,0.8879671096801758
1737030277183350.0,0.9394713044166565,1.010730504989624,1.0931575298309326,0.904913067817688
1737030277273252.0,0.9518499970436096,1.0176335573196411,1.087660312652588,0.921928882598877
1737030277381535.0,0.9665467143058777,1.018900752067566,1.0823912620544434,0.9378563761711121
1737030277471065.0,0.983360767364502,1.0104174613952637,1.0706287622451782,0.95283043384552
1737030277561836.0,0.9986874461174011,0.9850782155990601,1.04276442527771,0.9662958979606628
1737030277649058.0,1.0074771642684937,0.939843475818634,0.9951978921890259,0.9767296314239502
1737030277827681.0,1.0082964897155762,0.8823561668395996,0.9365920424461365,0.984193742275238
1737030277895389.0,1.0059925317764282,0.8303216695785522,0.886178195476532,0.9914162158966064
1737030277984507.0,1.0076042413711548,0.801903486251831,0.8610714673995972,1.0017917156219482
1737030278077901.0,1.014686942100525,0.8045594096183777,0.8614886999130249,1.0136921405792236
1737030278164180.0,1.023184895515442,0.8333253860473633,0.8753775954246521,1.0218347311019897
1737030278271909.0,1.0291354656219482,0.8745047450065613,0.8910915851593018,1.0226925611495972
1737030278400497.0,1.0316150188446045,0.9108327627182007,0.9006963968276978,1.0163888931274414
1737030278506941.0,1.030998706817627,0.9305583834648132,0.9026268720626831,1.0059534311294556
1737030278592690.0,1.0276204347610474,0.9338319897651672,0.9004054069519043,0.9953666925430298
1737030278879985.0,1.0219829082489014,0.9304969906806946,0.8984440565109253,0.9881947040557861
1737030279122117.0,1.0185028314590454,0.9261294603347778,0.8987953662872314,0.982062578201294
1737030279139869.0,1.014014482498169,0.9303164482116699,0.902319610118866,0.9756420254707336
1737030279170439.0,1.0060280561447144,0.9435555338859558,0.9079942107200623,0.9658742547035217
1737030279174284.0,0.9943529963493347,0.9634736180305481,0.9168207049369812,0.953608512878418
1737030279236299.0,0.9823868870735168,0.9874060153961182,0.931648850440979,0.9416762590408325
1737030279294433.0,0.9731431007385254,1.0139293670654297,0.9499537348747253,0.9337515830993652
1737030279412559.0,0.9636797308921814,1.0258716344833374,0.9601001739501953,0.9288739562034607
1737030279478557.0,0.9483193755149841,1.0356882810592651,0.9618949294090271,0.9159200191497803
1737030279631150.0,0.9282410740852356,1.041446328163147,0.9590715765953064,0.9109328985214233
1737030279717704.0,0.9151139855384827,1.0421825647354126,0.9545756578445435,0.9064813852310181
1737030279824968.0,0.9202520251274109,1.024863839149475,0.9486306309700012,0.9113311171531677
1737030279896539.0,0.9202520251274109,0.9926084280014038,0.9307864308357239,0.9247496724128723
1737030280006990.0,0.9202520251274109,0.9575061798095703,0.9192978739738464,0.9390437006950378
1737030280094508.0,0.9202520251274109,0.929843008518219,0.918776273727417,0.9438495635986328
1737030280224597.0,0.9202520251274109,0.929843008518219,0.9281991720199585,0.9438495635986328
1737030280334090.0,0.9202520251274109,0.929843008518219,0.9421755075454712,0.9438495635986328
1737030280422585.0,0.9202520251274109,0.929843008518219,0.9532419443130493,0.9438495635986328
1737030280509861.0,0.9202520251274109,0.929843008518219,0.9532419443130493,0.9438495635986328
1737030280599090.0,0.9202520251274109,0.929843008518219,0.9532419443130493,0.9438495635986328
1737030280706529.0,0.9202520251274109,0.929843008518219,0.9532419443130493,0.9438495635986328
1737030280838565.0,0.9202520251274109,0.929843008518219,0.9583268165588379,0.9438495635986328
1737030280926290.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030281033045.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030281119400.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030281226553.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030281312425.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030281461249.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030281547200.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030281632313.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030281739318.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030281827264.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030281958120.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030282063912.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030282151261.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030282259363.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030282345368.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030282432381.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030282517400.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030282666583.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030282752340.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030282859349.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030282945380.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030283051357.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030283137399.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030283266222.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030283373222.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030283460308.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030283567359.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030283654381.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030283760413.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030283891821.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030283977529.0,0.9202520251274109,0.929843008518219,0.9832763671875,0.9438495635986328
1737030284084444.0,0.9202520251274109,0.929843008518219,0.8052587509155273,0.9438495635986328
1737030284169774.0,0.9202520251274109,0.929843008518219,0.7559368014335632,0.9438495635986328
1737030284256724.0,0.9202520251274109,0.6909546852111816,0.7291541695594788,0.9438495635986328
1737030284342909.0,0.9202520251274109,0.6891828775405884,0.7257372140884399,0.9438495635986328
1737030284493405.0,0.9202520251274109,0.7009366750717163,0.738716185092926,0.9438495635986328
1737030284601604.0,0.9202520251274109,0.7280656695365906,0.7632762789726257,0.9438495635986328
