timestamp,channel_1
1737030276752997.0,0.0
1737030276866616.0,0.0
1737030276954653.0,0.0
1737030277049218.0,0.0
1737030277183318.0,0.0
1737030277273219.0,0.0
1737030277381510.0,0.0
1737030277471032.0,0.0
1737030277561810.0,0.0
1737030277649032.0,0.0
1737030277827651.0,0.0
1737030277895332.0,0.0
1737030277984481.0,0.0
1737030278077864.0,0.0
1737030278164149.0,0.0
1737030278271872.0,0.0
1737030278400470.0,0.0
1737030278506912.0,0.0
1737030278592664.0,0.0
1737030278879953.0,0.0
1737030279122078.0,0.0
1737030279139758.0,0.0
1737030279170417.0,0.0
1737030279174257.0,0.0
1737030279236267.0,0.0
1737030279294400.0,0.0
1737030279412403.0,0.0
1737030279478532.0,0.0
1737030279631124.0,0.0
1737030279717676.0,0.0
1737030279824939.0,0.0
1737030279896513.0,0.0
1737030280006966.0,0.0
1737030280094412.0,0.0
1737030280224566.0,0.0
1737030280334057.0,0.0
1737030280422558.0,0.0
1737030280509308.0,0.0
1737030280599056.0,1.0
1737030280706193.0,1.0
1737030280838536.0,0.0
1737030280926248.0,0.0
1737030281032912.0,0.0
1737030281119375.0,0.0
1737030281226534.0,0.0
1737030281312402.0,0.0
1737030281461219.0,0.0
1737030281547181.0,0.0
1737030281632294.0,0.0
1737030281739300.0,0.0
1737030281827243.0,1.0
1737030281958086.0,0.0
1737030282063865.0,1.0
1737030282151237.0,1.0
1737030282259336.0,1.0
1737030282345351.0,1.0
1737030282432361.0,0.0
1737030282517379.0,0.0
1737030282666553.0,0.0
1737030282752316.0,0.0
1737030282859327.0,0.0
1737030282945361.0,0.0
1737030283051330.0,0.0
1737030283137380.0,0.0
1737030283266198.0,0.0
1737030283373202.0,0.0
1737030283460288.0,1.0
1737030283567342.0,1.0
1737030283654363.0,0.0
1737030283760395.0,0.0
1737030283891786.0,0.0
1737030283977513.0,0.0
1737030284084428.0,0.0
1737030284169749.0,0.0
1737030284256694.0,0.0
1737030284342881.0,0.0
1737030284493378.0,0.0
1737030284601576.0,0.0
1737030284687454.0,0.0
1737030284773833.0,1.0
1737030284860530.0,0.0
1737030284966631.0,0.0
1737030285095687.0,1.0
1737030285202559.0,1.0
1737030285288498.0,0.0
1737030285396926.0,0.0
1737030285484683.0,0.0
1737030285570611.0,0.0
1737030285720778.0,0.0
1737030285807440.0,0.0
1737030285892475.0,0.0
1737030286020666.0,0.0
1737030286085564.0,1.0
1737030286192233.0,1.0
1737030286320420.0,1.0
1737030286429661.0,1.0
1737030286515594.0,0.0
1737030286602527.0,0.0
1737030286708994.0,0.0
1737030286796836.0,0.0
1737030286926592.0,0.0
1737030287013621.0,0.0
1737030287123671.0,0.0
1737030287210729.0,0.0
1737030287296950.0,0.0
1737030287407952.0,0.0
1737030287555532.0,0.0
1737030287640543.0,0.0
1737030287728323.0,0.0
1737030287814770.0,0.0
1737030287920596.0,0.0
1737030288005802.0,0.0
1737030288156560.0,0.0
1737030288242094.0,0.0
1737030288350900.0,0.0
1737030288438617.0,0.0
1737030288525457.0,0.0
1737030288634667.0,0.0
1737030288784633.0,0.0
1737030288871607.0,0.0
1737030288961680.0,0.0
1737030289047620.0,0.0
1737030289132121.0,0.0
1737030289239937.0,0.0
1737030289369580.0,0.0
1737030289457015.0,0.0
1737030289564944.0,0.0
1737030289671652.0,0.0
1737030289759573.0,0.0
1737030289845955.0,0.0
1737030289997173.0,0.0
1737030290082641.0,0.0
1737030290170603.0,0.0
1737030290258193.0,0.0
1737030290363832.0,0.0
1737030290448825.0,0.0
1737030290599501.0,0.0
1737030290686590.0,0.0
1737030290827615.0,0.0
1737030290871790.0,0.0
1737030290958951.0,0.0
1737030291066808.0,0.0
1737030291197008.0,0.0
1737030291303667.0,1.0
1737030291389534.0,0.0
1737030291497064.0,0.0
1737030291584705.0,0.0
1737030291671596.0,0.0
1737030291820481.0,0.0
1737030291907849.0,0.0
1737030291994580.0,0.0
1737030292100555.0,0.0
1737030292185628.0,0.0
1737030292294845.0,0.0
1737030292426497.0,0.0
1737030292513869.0,0.0
1737030292621057.0,1.0
1737030292708319.0,0.0
1737030292794021.0,0.0
1737030292879628.0,1.0
1737030293033077.0,0.0
1737030293118981.0,0.0
1737030293227084.0,0.0
1737030293311187.0,0.0
1737030293418675.0,0.0
1737030293504079.0,0.0
1737030293652835.0,0.0
1737030293738842.0,0.0
1737030293824093.0,0.0
1737030293931844.0,1.0
1737030294018928.0,1.0
1737030294124905.0,0.0
1737030294253965.0,0.0
1737030294340784.0,0.0
1737030294448975.0,0.0
1737030294556089.0,0.0
1737030294620389.0,0.0
1737030294726062.0,0.0
1737030294874032.0,0.0
1737030294960039.0,0.0
1737030295046012.0,0.0
1737030295153031.0,0.0
1737030295238378.0,0.0
1737030295324473.0,1.0
1737030295475237.0,0.0
1737030295561410.0,0.0
1737030295669303.0,0.0
1737030295756842.0,0.0
1737030295843410.0,0.0
1737030295951480.0,0.0
1737030296079428.0,0.0
1737030296166664.0,0.0
1737030296252466.0,0.0
1737030296360363.0,0.0
1737030296446612.0,0.0
1737030296553357.0,0.0
1737030296702401.0,0.0
1737030296789310.0,0.0
1737030296874633.0,0.0
1737030296960440.0,0.0
1737030297067411.0,0.0
1737030297154254.0,0.0
1737030297304206.0,0.0
1737030297392477.0,0.0
1737030297498367.0,0.0
1737030297583348.0,0.0
1737030297669719.0,0.0
