timestamp,channel_1,channel_2,channel_3
1737030276730854.0,4.822540283203125,-0.37384033203125,3.81317138671875
1737030276731111.0,4.32159423828125,-0.605621337890625,3.192596435546875
1737030276731129.0,4.388885498046875,-0.59814453125,2.8411865234375
1737030276797401.0,4.306640625,-0.859832763671875,3.1402587890625
1737030276797407.0,4.32159423828125,-1.158905029296875,3.282318115234375
1737030276797411.0,4.41131591796875,-1.114044189453125,3.18511962890625
1737030276841557.0,3.96270751953125,-1.323394775390625,3.3795166015625
1737030276841573.0,4.5458984375,-1.293487548828125,3.36456298828125
1737030276841440.0,4.486083984375,-1.323394775390625,3.372039794921875
1737030276909727.0,4.4561767578125,-1.07666015625,3.192596435546875
1737030276909765.0,4.44122314453125,-1.084136962890625,3.102874755859375
1737030276909791.0,4.127197265625,-1.054229736328125,2.773895263671875
1737030276955608.0,3.910369873046875,-0.82244873046875,2.6019287109375
1737030276955648.0,3.730926513671875,-0.3289794921875,2.61688232421875
1737030276955655.0,3.910369873046875,-0.590667724609375,2.534637451171875
1737030277002987.0,3.27484130859375,-0.61309814453125,2.923431396484375
1737030277002996.0,3.6785888671875,-0.538330078125,2.639312744140625
1737030277003000.0,3.529052734375,-0.07476806640625,2.572021484375
1737030277070860.0,3.222503662109375,0.231781005859375,2.818756103515625
1737030277070893.0,2.97576904296875,0.28411865234375,3.12530517578125
1737030277070900.0,3.289794921875,0.396270751953125,3.162689208984375
1737030277115932.0,3.06549072265625,0.777587890625,3.626251220703125
1737030277115964.0,3.66363525390625,0.620574951171875,3.768310546875
1737030277115971.0,3.6187744140625,0.426177978515625,3.887939453125
1737030277181691.0,4.29168701171875,0.64300537109375,3.529052734375
1737030277181697.0,4.306640625,0.01495361328125,3.24493408203125
1737030277181706.0,4.6954345703125,-0.10467529296875,2.803802490234375
1737030277228710.0,4.762725830078125,0.306549072265625,3.22998046875
1737030277228716.0,5.12908935546875,0.4486083984375,3.78326416015625
1737030277228724.0,4.807586669921875,0.76263427734375,3.78326416015625
1737030277294532.0,5.286102294921875,1.1065673828125,3.745880126953125
1737030277294578.0,5.106658935546875,1.398162841796875,4.05242919921875
1737030277294585.0,5.495452880859375,1.86920166015625,4.29168701171875
1737030277338360.0,5.719757080078125,1.891632080078125,4.486083984375
1737030277338369.0,6.44500732421875,1.682281494140625,4.643096923828125
1737030277338377.0,6.56463623046875,1.398162841796875,4.2169189453125
1737030277382254.0,6.975860595703125,1.45050048828125,3.93280029296875
1737030277382263.0,6.736602783203125,1.6448974609375,3.90289306640625
1737030277382684.0,6.587066650390625,2.325286865234375,4.50103759765625
1737030277446597.0,6.50482177734375,2.444915771484375,4.6356201171875
1737030277446630.0,6.497344970703125,2.923431396484375,5.001983642578125
1737030277446638.0,5.9814453125,3.409423828125,5.0543212890625
1737030277513892.0,5.809478759765625,3.84307861328125,4.71038818359375
1737030277513926.0,5.450592041015625,4.254302978515625,5.136566162109375
1737030277513955.0,5.779571533203125,4.104766845703125,5.263671875
1737030277561949.0,5.60760498046875,4.2767333984375,5.271148681640625
1737030277561957.0,5.510406494140625,4.605712890625,5.166473388671875
1737030277561961.0,5.562744140625,5.00946044921875,4.97955322265625
1737030277624803.0,5.764617919921875,5.21881103515625,4.987030029296875
1737030277624847.0,6.048736572265625,5.27862548828125,4.957122802734375
1737030277624854.0,6.08612060546875,5.0543212890625,4.762725830078125
1737030277691415.0,5.884246826171875,4.747772216796875,3.985137939453125
1737030277691451.0,6.0711669921875,4.702911376953125,4.246826171875
1737030277691457.0,5.959014892578125,4.0972900390625,3.99261474609375
1737030277765750.0,6.08612060546875,3.70849609375,4.0374755859375
1737030277765995.0,5.824432373046875,3.4991455078125,3.84307861328125
1737030277766108.0,6.29547119140625,3.45428466796875,3.865509033203125
1737030277793696.0,6.332855224609375,3.656158447265625,3.9776611328125
1737030277793735.0,6.220703125,3.656158447265625,3.99261474609375
1737030277793742.0,6.437530517578125,3.491668701171875,3.745880126953125
1737030277871054.0,6.602020263671875,3.78326416015625,4.074859619140625
1737030277871061.0,6.616973876953125,3.745880126953125,4.32159423828125
1737030277871066.0,6.280517578125,3.3197021484375,4.299163818359375
1737030277896618.0,5.734710693359375,3.087921142578125,4.388885498046875
1737030277896642.0,5.719757080078125,2.758941650390625,4.164581298828125
1737030277896655.0,5.5328369140625,2.385101318359375,4.029998779296875
1737030277958753.0,5.734710693359375,1.95892333984375,3.6785888671875
1737030277958793.0,6.018829345703125,1.77947998046875,3.461761474609375
1737030277958784.0,5.86181640625,2.041168212890625,3.671112060546875
1737030278005906.0,6.11602783203125,1.562652587890625,3.536529541015625
1737030278005949.0,6.0113525390625,1.413116455078125,3.401947021484375
1737030278005941.0,6.20574951171875,1.45050048828125,3.51409912109375
1737030278071787.0,5.9515380859375,1.413116455078125,3.222503662109375
1737030278071819.0,5.802001953125,1.5252685546875,3.09539794921875
1737030278071828.0,5.480499267578125,1.77947998046875,3.45428466796875
1737030278120042.0,5.54779052734375,1.861724853515625,3.461761474609375
1737030278120047.0,5.15899658203125,1.831817626953125,3.372039794921875
1737030278120051.0,5.136566162109375,1.65985107421875,3.237457275390625
1737030278164306.0,4.583282470703125,1.60003662109375,2.91595458984375
1737030278164314.0,4.5758056640625,1.757049560546875,2.52716064453125
1737030278164322.0,4.35150146484375,1.981353759765625,2.392578125
1737030278227795.0,4.119720458984375,2.2430419921875,2.415008544921875
1737030278227865.0,4.164581298828125,2.624359130859375,1.9140625
1737030278227885.0,4.373931884765625,3.177642822265625,1.039276123046875
1737030278293789.0,4.628143310546875,4.2169189453125,0.829925537109375
1737030278293885.0,4.85992431640625,5.06927490234375,0.61309814453125
