Channel_1,Channel_2,Channel_3,Channel_4
786.52014,793.36993,797.8022,783.2967
782.0879,792.96704,796.1905,787.326
785.31134,790.9524,796.5934,803.8461
794.17584,792.96704,796.99634,800.2198
795.38464,794.9817,788.5348,790.14655
787.72894,795.38464,790.54944,792.1612
784.5055,796.1905,796.99634,795.78754
794.57874,793.7729,792.5641,800.2198
799.011,788.5348,787.72894,800.6227
797.3993,794.17584,794.9817,802.6374
793.7729,794.57874,793.7729,787.72894
791.75824,790.14655,793.7729,797.8022
792.96704,794.9817,796.5934,787.72894
800.2198,798.60803,793.36993,799.41394
803.44324,795.78754,790.9524,795.38464
801.8315,791.75824,783.2967,789.7436
795.38464,796.5934,783.69965,781.28204
803.44324,802.6374,795.78754,801.8315
801.8315,797.8022,794.9817,792.1612
807.47253,800.2198,794.17584,797.3993
803.8461,798.60803,789.34064,805.05493
799.81683,799.41394,792.1612,799.41394
804.65204,801.4286,798.60803,796.1905
795.38464,796.5934,796.1905,799.81683
788.93774,796.1905,792.96704,802.6374
801.4286,790.9524,789.7436,798.60803
801.8315,789.34064,791.75824,801.8315
787.326,795.38464,794.9817,800.2198
783.2967,797.3993,794.9817,791.3553
788.5348,794.57874,794.9817,794.57874
796.99634,794.9817,792.96704,803.44324
795.38464,793.36993,796.5934,795.78754
800.6227,796.5934,793.36993,793.7729
796.99634,794.17584,791.3553,800.6227
792.5641,796.99634,791.75824,803.8461
783.69965,790.9524,797.3993,802.6374
805.8608,792.1612,797.8022,796.5934
791.75824,793.7729,795.78754,790.14655
790.54944,795.38464,796.99634,789.7436
791.3553,796.99634,799.41394,794.57874
792.96704,799.011,797.3993,792.1612
798.60803,800.2198,794.9817,792.1612
804.2491,801.02563,799.011,795.78754
797.3993,802.6374,805.4579,800.2198
794.17584,799.41394,804.2491,796.1905
800.6227,793.36993,801.8315,796.5934
804.65204,790.54944,798.20514,800.2198
802.23444,792.5641,795.78754,795.38464
792.96704,794.17584,797.8022,794.17584
796.5934,794.57874,797.3993,803.44324
792.5641,797.3993,799.41394,794.9817
800.2198,795.78754,796.1905,811.0989
799.81683,795.78754,794.9817,796.5934
798.20514,795.38464,791.75824,784.90845
801.8315,800.6227,793.7729,788.93774
796.5934,799.41394,794.57874,794.9817
795.78754,793.36993,795.38464,793.7729
792.1612,792.1612,790.54944,796.5934
794.9817,791.75824,792.5641,794.57874
797.3993,794.9817,794.17584,794.57874
793.7729,795.38464,793.36993,788.1319
792.1612,794.17584,792.96704,784.5055
792.5641,799.011,790.54944,789.7436
792.1612,798.20514,789.7436,799.011
794.17584,797.3993,790.14655,799.81683
792.1612,799.011,790.9524,791.75824
780.4762,790.9524,796.1905,785.31134
783.69965,788.1319,795.78754,784.5055
792.1612,793.7729,787.326,790.9524
790.9524,792.96704,789.7436,793.36993
790.9524,790.54944,794.17584,793.36993
792.5641,792.96704,791.75824,785.7143
794.17584,792.96704,792.5641,787.72894
802.23444,792.96704,795.78754,804.2491
800.6227,796.1905,799.011,807.0696
786.1172,792.1612,799.41394,799.41394
784.5055,790.54944,798.20514,792.1612
784.90845,794.57874,794.9817,799.41394
787.72894,795.38464,791.75824,804.2491
798.20514,794.57874,794.57874,793.7729
785.31134,795.38464,791.75824,786.52014
785.7143,795.38464,787.72894,793.7729
790.54944,792.5641,790.14655,805.8608
793.7729,794.17584,797.3993,802.6374
793.36993,794.17584,793.7729,785.7143
783.2967,794.17584,790.54944,781.28204
788.5348,793.7729,790.9524,793.7729
781.28204,796.5934,790.9524,782.8938
799.011,794.57874,791.75824,805.05493
797.8022,794.17584,792.96704,800.6227
794.17584,794.9817,792.1612,793.7729
789.34064,796.1905,791.75824,789.34064
791.3553,798.60803,787.72894,791.75824
805.4579,798.60803,791.3553,804.2491
802.6374,796.5934,792.1612,805.4579
783.69965,794.17584,787.326,795.78754
783.69965,796.99634,793.36993,791.3553
795.38464,798.20514,799.011,799.81683
804.2491,799.011,801.02563,801.02563
807.8755,793.36993,801.8315,801.02563
799.81683,787.72894,799.41394,803.44324
790.14655,790.14655,798.60803,794.9817
790.9524,792.5641,800.6227,801.4286
801.8315,793.7729,805.8608,819.15753
807.8755,796.5934,803.0403,816.337
797.3993,803.8461,794.17584,796.5934
786.9231,802.6374,795.38464,786.1172
785.31134,794.9817,796.99634,784.5055
785.7143,788.5348,794.57874,794.17584
786.9231,792.1612,791.3553,800.6227
792.5641,797.3993,794.17584,790.14655
793.7729,799.011,794.9817,786.52014
797.8022,799.81683,790.9524,795.38464
794.9817,800.6227,794.17584,793.36993
792.5641,797.8022,798.20514,791.75824
790.14655,792.96704,794.57874,794.9817
798.60803,797.8022,791.75824,807.47253
796.99634,795.38464,797.3993,806.6667
799.41394,794.57874,799.011,799.011
798.20514,796.1905,790.14655,801.8315
796.5934,792.96704,798.20514,801.4286
794.9817,790.9524,799.41394,797.8022
795.38464,790.9524,797.8022,795.38464
797.8022,792.96704,795.78754,803.0403
801.4286,792.5641,795.78754,797.8022
788.93774,790.9524,795.38464,782.0879
787.72894,790.14655,790.9524,785.7143
798.20514,792.5641,793.7729,800.6227
795.38464,793.36993,797.8022,803.8461
797.3993,804.2491,797.8022,805.05493
794.17584,794.17584,799.41394,804.65204
795.38464,799.011,801.8315,798.60803
793.36993,791.3553,803.44324,795.38464
803.44324,801.02563,793.7729,809.0842
807.47253,800.2198,794.9817,807.8755
803.8461,799.41394,796.99634,795.78754
798.20514,801.8315,796.5934,784.10254
796.5934,801.8315,792.5641,794.57874
796.1905,795.78754,790.14655,799.011
790.14655,792.1612,790.54944,799.41394
796.99634,793.36993,793.36993,796.5934
805.05493,799.41394,797.8022,797.3993
810.293,798.20514,790.14655,809.0842
800.2198,801.4286,801.8315,797.3993
803.0403,797.8022,797.8022,800.6227
811.50183,804.2491,795.38464,803.0403
788.93774,799.81683,799.81683,792.1612
798.60803,796.99634,799.41394,799.81683
798.20514,797.8022,798.20514,793.7729
781.685,800.2198,796.1905,784.10254
780.87915,796.5934,793.7729,782.0879
786.52014,794.17584,792.1612,786.52014
790.9524,797.3993,786.9231,790.14655
790.9524,795.78754,790.14655,788.93774
789.7436,795.38464,796.1905,787.326
785.7143,796.5934,794.57874,786.9231
782.0879,795.38464,793.7729,789.34064
791.75824,797.3993,791.75824,790.9524
794.9817,798.60803,792.96704,793.7729
789.34064,794.9817,796.99634,794.57874
787.72894,795.78754,799.011,802.6374
802.23444,800.6227,796.99634,802.6374
800.6227,800.6227,799.81683,808.2784
795.38464,795.78754,792.5641,784.10254
796.1905,800.2198,797.8022,804.2491
799.011,805.05493,797.3993,801.4286
799.011,807.47253,799.81683,806.26373
803.0403,807.0696,796.99634,807.47253
806.6667,804.2491,793.36993,807.0696
799.41394,802.23444,799.011,809.0842
793.7729,799.41394,799.81683,795.38464
801.02563,795.78754,798.20514,798.20514
795.78754,798.20514,797.3993,792.1612
803.44324,793.7729,797.3993,794.57874
811.0989,792.1612,797.3993,798.60803
801.8315,793.7729,800.6227,795.78754
791.3553,799.41394,800.2198,786.9231
796.5934,799.41394,796.5934,793.36993
799.81683,797.8022,800.6227,798.60803
807.0696,798.60803,802.23444,794.9817
797.8022,799.41394,796.1905,786.9231
782.0879,800.2198,794.9817,790.14655
786.9231,800.6227,796.5934,797.8022
792.96704,797.8022,794.57874,796.5934
792.5641,801.02563,796.1905,784.5055
792.1612,798.20514,795.38464,778.86444
805.05493,800.2198,790.14655,791.75824
812.3077,798.60803,794.9817,807.0696
800.6227,796.5934,802.6374,799.41394
792.96704,800.6227,792.96704,791.75824
790.9524,794.17584,806.26373,793.7729
790.14655,796.1905,798.60803,790.54944
788.1319,797.3993,792.5641,788.5348
788.5348,796.1905,794.57874,784.10254
792.1612,790.14655,798.60803,790.9524
797.8022,790.14655,798.60803,806.6667
800.6227,796.99634,800.2198,805.05493
795.38464,798.60803,799.81683,800.6227
793.36993,796.5934,803.0403,796.99634
794.9817,797.3993,799.011,803.0403
792.1612,794.9817,789.34064,810.293
800.6227,793.36993,790.9524,813.5165
793.36993,794.57874,793.36993,808.2784
779.67035,794.17584,794.17584,799.011
799.81683,797.3993,798.60803,805.8608
801.4286,794.17584,800.2198,802.23444
798.20514,794.57874,797.3993,796.1905
797.8022,795.78754,794.9817,789.34064
797.3993,794.9817,793.36993,786.9231
785.7143,796.1905,795.78754,801.8315
799.81683,795.38464,797.3993,796.1905
799.41394,796.1905,796.99634,799.81683
805.4579,799.011,796.1905,801.4286
797.3993,795.78754,794.17584,794.57874
810.293,796.5934,801.8315,803.44324
798.20514,788.93774,801.02563,791.3553
810.293,794.17584,803.0403,803.8461
796.1905,794.17584,801.02563,788.1319
799.011,795.78754,800.6227,786.52014
802.6374,797.3993,798.20514,790.9524
803.0403,799.81683,794.17584,793.36993
797.3993,795.38464,791.75824,788.5348
788.1319,791.75824,794.17584,786.9231
783.69965,794.57874,798.20514,793.7729
791.3553,798.60803,795.38464,796.1905
799.011,797.8022,798.20514,798.60803
800.2198,797.8022,799.011,803.8461
796.1905,788.1319,787.326,784.5055
802.23444,796.5934,787.72894,799.41394
795.78754,792.5641,794.17584,788.93774
796.1905,795.78754,789.34064,802.23444
798.60803,797.8022,795.38464,805.4579
801.02563,801.8315,800.2198,798.20514
794.57874,796.99634,799.41394,789.7436
797.8022,795.78754,798.60803,795.38464
802.6374,794.17584,796.5934,799.81683
803.0403,793.36993,798.20514,800.2198
793.7729,793.7729,796.99634,796.99634
792.5641,797.8022,795.38464,796.5934
797.8022,795.78754,792.96704,801.4286
796.5934,792.1612,785.31134,803.0403
791.75824,791.3553,782.49084,798.20514
788.5348,790.54944,786.9231,793.36993
791.3553,790.14655,790.54944,790.54944
789.34064,788.1319,793.7729,791.3553
784.90845,788.5348,790.54944,795.38464
788.93774,789.34064,786.9231,805.05493
791.3553,790.54944,790.14655,801.02563
786.1172,792.5641,789.34064,788.1319
786.1172,791.75824,788.5348,787.72894
796.1905,789.34064,791.75824,797.8022
800.2198,790.14655,790.14655,788.93774
803.8461,789.7436,790.54944,799.81683
799.011,794.9817,794.17584,788.93774
792.1612,792.1612,792.1612,792.1612
783.69965,789.7436,789.34064,797.8022
787.326,788.93774,790.54944,800.6227
786.9231,790.54944,790.14655,795.78754
788.93774,793.36993,791.75824,789.34064
796.5934,792.5641,790.14655,789.7436
794.9817,794.17584,792.96704,796.99634
791.75824,790.14655,796.5934,805.05493
795.78754,786.52014,796.5934,803.44324
799.011,794.17584,797.3993,799.011
792.5641,799.81683,791.75824,789.34064
802.23444,798.60803,800.6227,792.1612
799.81683,795.78754,796.1905,795.78754
795.78754,795.38464,791.3553,804.2491
801.4286,794.9817,792.1612,803.0403
801.02563,794.9817,800.6227,797.3993
795.38464,796.99634,801.4286,799.81683
803.0403,798.60803,797.8022,800.2198
813.91943,800.2198,801.4286,800.6227
809.4872,794.17584,798.60803,801.4286
789.7436,789.34064,792.1612,790.9524
782.49084,793.36993,793.7729,786.9231
788.5348,794.57874,793.36993,791.75824
794.57874,796.99634,790.9524,800.6227
798.60803,799.41394,792.5641,803.0403
797.8022,796.1905,801.02563,798.60803
801.4286,794.17584,798.60803,803.8461
797.8022,797.3993,798.20514,797.8022
801.02563,792.1612,796.1905,809.4872
799.011,797.8022,796.1905,808.2784
795.78754,796.1905,797.8022,793.7729
789.34064,790.54944,798.20514,785.7143
782.0879,792.1612,797.3993,791.75824
788.1319,792.96704,798.60803,798.20514
794.17584,795.38464,798.20514,799.011
788.93774,793.36993,794.9817,792.5641
799.011,794.57874,793.36993,794.9817
791.75824,801.4286,802.6374,805.05493
800.2198,799.41394,805.05493,804.2491
801.8315,796.99634,805.05493,793.7729
793.36993,796.99634,801.8315,790.14655
797.3993,788.93774,790.9524,788.5348
793.36993,796.99634,796.1905,807.0696
799.41394,797.8022,799.81683,802.23444
802.23444,794.9817,796.5934,787.326
801.4286,796.1905,790.14655,791.3553
793.36993,798.20514,790.54944,784.90845
792.5641,799.81683,793.7729,784.90845
796.99634,797.8022,796.99634,796.5934
802.23444,796.5934,791.3553,796.1905
794.9817,793.36993,794.17584,792.96704
796.5934,793.36993,794.9817,799.011
786.1172,794.17584,800.2198,791.3553
794.57874,794.17584,799.41394,798.60803
795.38464,792.1612,796.99634,800.6227
792.5641,792.5641,799.011,783.69965
803.0403,792.1612,798.20514,797.8022
790.54944,796.99634,798.20514,792.96704
799.81683,798.20514,799.41394,808.68134
799.011,799.011,801.02563,798.20514
796.5934,801.4286,800.6227,792.5641
799.011,800.6227,798.20514,800.2198
801.4286,800.2198,799.81683,803.0403
799.41394,797.8022,801.8315,806.26373
791.75824,801.8315,800.6227,795.38464
788.1319,797.8022,798.60803,780.07324
805.4579,800.6227,800.2198,791.75824
796.5934,797.8022,798.20514,790.9524
788.5348,794.9817,801.02563,797.3993
791.3553,796.1905,805.05493,793.36993
792.96704,795.38464,798.20514,800.2198
795.78754,801.02563,803.0403,808.2784
797.3993,798.20514,798.20514,796.1905
790.14655,792.96704,799.011,789.34064
796.1905,796.1905,791.3553,785.31134
784.10254,792.5641,792.5641,786.52014
789.34064,790.9524,793.7729,792.96704
787.72894,794.9817,798.60803,788.5348
806.26373,794.17584,795.38464,798.20514
804.2491,793.7729,794.17584,797.3993
789.7436,793.7729,796.99634,791.3553
790.9524,797.3993,794.9817,783.69965
793.7729,796.1905,791.75824,790.54944
795.78754,797.3993,794.57874,801.8315
800.2198,802.23444,794.9817,805.05493
793.7729,804.65204,803.44324,790.14655
788.93774,804.65204,807.0696,783.69965
796.1905,803.0403,802.23444,796.1905
795.38464,793.36993,796.1905,800.6227
805.4579,796.99634,802.23444,806.6667
791.75824,790.14655,798.20514,788.5348
797.3993,795.38464,801.8315,804.65204
790.9524,790.14655,796.1905,798.20514
795.38464,792.96704,797.3993,798.60803
796.99634,798.20514,800.2198,790.14655
780.87915,795.78754,797.3993,792.1612
785.7143,792.5641,797.3993,782.8938
793.36993,799.81683,800.2198,789.7436
793.36993,797.8022,794.17584,800.6227
796.99634,796.99634,792.96704,803.44324
795.78754,796.5934,794.57874,796.1905
788.1319,791.75824,790.54944,793.7729
807.8755,794.17584,799.81683,805.4579
800.6227,801.4286,797.8022,807.0696
801.02563,801.4286,797.8022,801.8315
786.9231,791.3553,790.9524,797.3993
796.99634,798.20514,798.20514,787.326
800.6227,791.3553,794.9817,803.8461
794.17584,798.60803,799.81683,790.54944
800.2198,796.5934,796.99634,811.0989
806.26373,799.011,794.9817,814.3223
807.8755,801.02563,799.81683,791.75824
796.5934,796.1905,797.3993,783.2967
788.93774,792.5641,795.38464,789.34064
794.17584,795.38464,796.99634,795.38464
798.20514,795.78754,799.81683,796.99634
790.14655,795.38464,798.20514,786.52014
788.1319,791.75824,793.7729,792.1612
792.5641,792.5641,794.17584,805.4579
801.02563,795.78754,797.8022,801.02563
799.41394,796.1905,792.96704,805.05493
798.20514,794.57874,792.5641,802.23444
790.14655,790.54944,792.96704,790.54944
788.93774,791.3553,795.38464,786.9231
799.41394,790.9524,797.3993,800.2198
802.23444,793.7729,797.3993,805.8608
789.7436,798.60803,800.2198,789.7436
792.5641,796.99634,805.05493,807.47253
794.9817,799.81683,796.99634,791.75824
798.60803,794.9817,805.4579,801.02563
789.34064,797.8022,799.41394,788.93774
794.17584,795.38464,799.41394,788.93774
797.3993,798.60803,797.3993,796.5934
794.57874,794.17584,795.38464,790.54944
797.8022,790.54944,789.34064,798.60803
796.1905,796.1905,794.17584,799.41394
796.1905,795.38464,795.78754,791.75824
792.1612,793.36993,793.7729,790.9524
790.54944,796.99634,796.1905,792.96704
802.23444,798.60803,799.81683,808.68134
799.81683,796.1905,798.60803,796.1905
799.81683,803.8461,794.9817,796.99634
801.4286,799.41394,796.1905,804.2491
799.011,798.20514,800.2198,799.41394
795.78754,795.38464,799.41394,794.9817
804.65204,801.4286,797.8022,805.4579
795.38464,796.5934,799.41394,789.34064
809.4872,798.60803,791.3553,804.2491
800.6227,796.5934,791.75824,791.3553
786.52014,795.78754,796.5934,784.90845
784.5055,795.38464,795.78754,794.57874
790.9524,794.17584,794.9817,805.4579
786.52014,792.5641,794.57874,802.6374
781.28204,796.99634,795.78754,794.9817
782.0879,794.9817,794.57874,796.99634
782.0879,792.5641,789.7436,801.4286
784.5055,793.7729,791.3553,798.60803
790.54944,796.5934,792.96704,794.9817
792.1612,790.54944,795.38464,802.6374
788.93774,793.36993,794.57874,793.7729
792.96704,793.36993,795.78754,801.02563
793.36993,793.36993,792.96704,795.78754
790.54944,791.3553,794.9817,790.9524
794.57874,794.9817,793.7729,803.8461
798.20514,792.1612,793.7729,799.81683
801.02563,793.7729,789.34064,805.8608
801.02563,796.1905,792.96704,799.81683
801.02563,796.99634,796.5934,796.99634
792.5641,795.38464,791.75824,792.5641
800.2198,794.9817,790.54944,792.96704
804.2491,796.5934,790.54944,800.6227
802.6374,799.81683,796.1905,802.23444
798.20514,796.99634,791.75824,803.0403
796.1905,795.78754,790.14655,798.60803
792.1612,793.36993,790.54944,792.96704
799.011,801.02563,796.5934,792.5641
796.5934,796.99634,795.78754,803.44324
790.54944,792.96704,797.3993,795.78754
783.2967,789.34064,797.8022,782.49084
782.0879,794.17584,799.81683,783.2967
788.5348,794.57874,802.23444,798.60803
786.52014,796.99634,799.81683,794.17584
792.96704,796.1905,809.0842,799.011
789.34064,790.9524,803.0403,794.9817
794.17584,796.5934,799.81683,801.4286
796.1905,799.41394,794.17584,802.6374
790.14655,794.17584,790.14655,789.7436
784.5055,792.96704,798.20514,780.87915
777.25275,790.14655,802.6374,778.86444
786.52014,790.9524,801.4286,788.1319
788.1319,792.1612,800.2198,789.7436
785.31134,794.57874,801.4286,788.1319
786.52014,796.99634,802.6374,796.5934
783.69965,797.8022,798.20514,787.72894
788.5348,796.99634,802.6374,799.81683
792.1612,794.17584,794.17584,798.20514
799.81683,790.9524,796.5934,803.44324
799.81683,791.3553,798.20514,792.1612
800.6227,797.3993,795.78754,795.38464
800.6227,794.9817,791.75824,799.011
797.3993,792.1612,790.14655,793.36993
792.96704,794.57874,792.96704,787.72894
799.81683,796.5934,795.38464,810.293
811.0989,796.1905,791.3553,809.4872
800.2198,792.96704,790.14655,803.0403
805.8608,796.5934,790.9524,792.1612
790.54944,792.5641,791.75824,790.9524
792.1612,790.9524,794.17584,794.57874
801.4286,794.9817,798.20514,801.4286
794.57874,793.7729,793.7729,793.36993
799.41394,793.7729,794.57874,799.81683
791.75824,792.5641,793.7729,791.75824
791.3553,796.1905,793.7729,792.1612
798.60803,796.1905,796.1905,807.0696
795.78754,789.34064,794.9817,813.5165
794.9817,791.3553,793.36993,796.1905
790.54944,794.57874,792.96704,788.5348
780.4762,790.9524,794.17584,794.57874
785.7143,788.5348,799.011,805.4579
796.1905,795.38464,801.4286,808.2784
798.20514,798.20514,796.99634,801.02563
786.9231,794.9817,795.78754,794.17584
786.9231,794.17584,793.36993,790.9524
799.41394,801.8315,800.6227,797.3993
790.54944,797.8022,799.011,808.68134
798.60803,801.02563,801.4286,806.26373
786.1172,799.81683,801.02563,791.3553
786.1172,798.20514,796.5934,798.60803
793.7729,795.38464,792.1612,805.8608
792.1612,793.7729,792.5641,802.23444
790.9524,794.17584,792.1612,784.90845
788.5348,792.1612,792.5641,780.87915
786.52014,796.1905,794.9817,800.2198
793.36993,799.81683,796.1905,802.23444
802.6374,796.1905,797.8022,807.0696
806.26373,794.9817,797.3993,801.4286
801.8315,795.38464,794.9817,795.38464
803.0403,795.38464,792.96704,788.93774
804.2491,795.38464,798.20514,803.44324
807.47253,796.99634,797.8022,810.293
806.6667,799.011,796.5934,810.696
797.3993,800.2198,796.99634,803.8461
796.5934,803.44324,796.1905,806.26373
796.99634,796.99634,793.36993,809.89014
795.78754,792.96704,794.9817,810.696
795.78754,796.1905,793.7729,796.99634
793.36993,793.7729,794.57874,786.9231
791.3553,790.14655,796.5934,795.38464
799.81683,790.9524,793.7729,798.20514
806.6667,797.8022,792.96704,805.4579
800.6227,802.6374,792.1612,803.44324
796.1905,802.23444,790.9524,792.96704
800.6227,803.0403,794.57874,789.7436
805.8608,800.6227,798.60803,799.41394
797.8022,792.96704,796.5934,804.65204
792.96704,791.3553,789.7436,796.5934
789.34064,790.9524,787.72894,792.5641
786.52014,791.3553,787.72894,782.8938
794.9817,789.7436,790.54944,786.52014
805.8608,794.9817,792.1612,801.4286
801.8315,800.2198,795.38464,791.75824
798.20514,798.20514,792.1612,793.7729
800.6227,796.1905,796.99634,800.6227
796.1905,793.7729,797.8022,798.60803
803.0403,788.5348,791.75824,803.44324
790.9524,793.7729,792.96704,794.17584
788.93774,793.7729,788.1319,786.52014
790.54944,793.7729,788.1319,781.685
796.99634,797.8022,796.99634,795.38464
798.60803,800.2198,801.8315,807.47253
798.60803,799.41394,802.6374,807.47253
795.38464,796.5934,801.4286,799.41394
789.34064,796.1905,801.4286,793.7729
790.14655,795.78754,798.20514,797.8022
804.65204,795.78754,793.7729,799.011
805.8608,797.3993,794.57874,799.81683
796.5934,799.81683,796.99634,799.81683
794.17584,800.6227,792.96704,794.57874
796.5934,798.20514,792.5641,798.20514
800.2198,800.6227,798.60803,800.2198
807.0696,801.02563,797.8022,804.65204
812.71063,796.5934,793.36993,803.44324
807.0696,797.8022,796.1905,794.17584
801.8315,797.8022,796.5934,796.99634
805.05493,798.60803,797.8022,794.17584
803.44324,798.60803,796.1905,803.0403
796.5934,798.20514,790.9524,798.20514
787.72894,795.38464,788.1319,787.72894
793.7729,794.17584,788.5348,791.75824
795.38464,792.96704,790.14655,796.5934
792.1612,791.75824,791.3553,796.99634
794.57874,798.60803,791.75824,798.60803
796.5934,800.2198,794.57874,803.8461
799.81683,797.3993,795.38464,793.36993
803.44324,800.2198,793.7729,799.41394
807.0696,802.6374,793.7729,809.0842
803.0403,802.23444,794.57874,800.6227
794.57874,803.0403,795.38464,796.99634
792.1612,801.4286,797.8022,787.72894
789.34064,795.38464,797.8022,790.9524
790.14655,788.5348,792.96704,799.41394
790.14655,789.34064,790.9524,793.7729
787.326,792.96704,797.3993,785.31134
785.31134,792.5641,796.5934,786.9231
786.9231,794.17584,794.57874,789.7436
794.17584,795.78754,799.81683,800.2198
797.8022,798.60803,801.4286,801.8315
796.99634,796.5934,795.78754,793.7729
794.9817,790.9524,792.96704,796.5934
786.52014,789.34064,797.8022,800.6227
790.9524,790.9524,799.81683,807.8755
800.2198,794.57874,801.4286,812.3077
805.4579,796.1905,803.8461,810.696
799.41394,793.7729,800.6227,803.0403
785.7143,788.93774,795.38464,802.23444
788.5348,788.5348,795.38464,801.4286
795.38464,792.96704,796.1905,796.99634
792.96704,797.3993,798.60803,793.36993
785.31134,796.99634,793.7729,784.10254
790.54944,796.1905,789.34064,790.14655
801.8315,797.8022,801.4286,802.23444
803.0403,797.3993,792.5641,795.78754
800.6227,792.5641,792.1612,788.5348
797.8022,790.14655,797.3993,791.3553
800.2198,796.1905,798.20514,799.81683
803.0403,793.36993,795.38464,797.8022
817.9487,803.44324,795.78754,809.4872
810.293,801.8315,799.011,803.44324
790.54944,790.54944,800.2198,790.14655
788.5348,792.1612,796.99634,788.93774
793.7729,794.17584,793.7729,796.1905
793.36993,796.1905,793.7729,799.81683
785.7143,803.0403,796.5934,782.8938
782.8938,792.5641,791.75824,797.8022
785.31134,795.78754,794.57874,795.78754
793.36993,792.5641,789.7436,796.5934
787.72894,803.44324,794.9817,790.54944
787.72894,792.96704,788.5348,790.54944
790.14655,794.9817,791.75824,796.1905
789.34064,792.1612,788.93774,792.96704
789.34064,787.72894,786.52014,799.011
792.96704,790.9524,790.14655,799.41394
795.38464,789.7436,793.36993,793.36993
782.0879,788.93774,794.17584,788.5348
784.5055,790.14655,795.38464,800.2198
787.326,788.1319,793.7729,801.02563
790.54944,792.5641,794.17584,787.72894
794.17584,793.36993,792.5641,787.326
792.96704,793.36993,789.34064,780.87915
777.25275,791.3553,795.38464,786.1172
794.17584,801.02563,788.1319,787.72894
797.8022,801.8315,788.93774,798.60803
795.78754,796.5934,793.7729,795.78754
793.36993,794.17584,795.78754,789.7436
792.5641,792.1612,796.99634,786.52014
798.60803,796.5934,797.3993,793.36993
805.8608,800.2198,801.02563,811.0989
802.6374,800.2198,796.1905,801.8315
801.4286,803.8461,805.4579,803.8461
796.99634,807.47253,805.4579,798.60803
799.81683,807.47253,803.44324,806.6667
797.8022,797.3993,799.81683,810.293
792.5641,786.52014,794.9817,800.2198
794.57874,792.5641,793.36993,791.3553
797.3993,799.81683,798.20514,796.1905
796.1905,803.0403,799.41394,802.23444
801.8315,799.011,795.78754,797.3993
800.2198,796.99634,801.02563,800.2198
797.3993,805.8608,805.05493,801.8315
797.3993,803.44324,800.6227,794.9817
790.14655,801.8315,802.6374,798.60803
792.1612,802.6374,801.8315,801.02563
796.99634,798.20514,798.20514,800.2198
793.7729,795.78754,796.1905,805.8608
793.36993,794.17584,792.5641,796.1905
795.38464,794.57874,790.9524,789.7436
799.81683,793.7729,790.9524,799.011
799.81683,801.8315,799.41394,800.2198
797.8022,797.8022,799.41394,804.2491
796.99634,797.8022,802.6374,804.2491
799.81683,794.57874,798.20514,800.6227
809.0842,799.81683,793.36993,801.02563
801.8315,799.41394,795.38464,796.1905
788.5348,794.9817,801.4286,793.7729
789.34064,792.1612,795.38464,791.75824
786.52014,792.5641,799.81683,782.0879
789.34064,792.96704,798.20514,790.54944
794.57874,792.5641,801.8315,800.2198
799.41394,790.54944,796.5934,798.60803
784.5055,796.1905,805.8608,792.5641
781.28204,794.9817,797.8022,783.2967
785.31134,792.1612,790.9524,790.14655
790.14655,792.1612,797.3993,798.60803
792.96704,792.1612,798.60803,799.011
791.75824,788.5348,795.78754,793.36993
787.326,786.52014,798.60803,792.5641
788.93774,789.34064,796.99634,793.36993
790.54944,790.14655,796.5934,798.20514
789.7436,788.93774,796.5934,793.36993
791.3553,788.5348,793.7729,779.2674
792.96704,788.1319,789.34064,778.46155
793.36993,790.54944,790.9524,791.3553
790.14655,796.99634,794.9817,801.02563
789.7436,796.5934,795.78754,802.23444
788.5348,794.57874,796.99634,802.23444
782.8938,794.17584,792.1612,794.57874
784.90845,789.34064,786.52014,790.9524
792.1612,788.93774,789.34064,798.20514
795.38464,794.9817,792.5641,800.2198
792.96704,800.6227,793.36993,792.96704
784.90845,797.3993,790.9524,788.5348
784.10254,790.9524,790.14655,788.1319
787.72894,792.96704,792.96704,800.6227
795.38464,796.5934,796.5934,806.26373
801.4286,794.17584,799.41394,788.1319
789.34064,791.3553,796.5934,783.69965
786.1172,795.38464,796.1905,793.7729
794.57874,796.5934,796.1905,799.81683
795.38464,789.34064,793.36993,804.65204
794.9817,790.54944,795.38464,802.6374
788.1319,797.3993,799.011,795.78754
784.10254,796.5934,797.3993,795.38464
799.81683,797.3993,801.4286,810.293
791.3553,798.20514,797.3993,802.23444
798.20514,791.3553,802.23444,803.0403
794.17584,797.8022,799.81683,805.05493
787.72894,784.5055,790.14655,788.93774
791.3553,785.31134,795.38464,800.6227
797.3993,796.5934,797.3993,794.9817
799.41394,795.78754,800.2198,805.8608
787.326,795.78754,798.20514,799.011
789.7436,796.99634,797.3993,789.7436
796.99634,794.57874,797.8022,796.1905
797.8022,789.7436,797.3993,806.6667
799.011,787.326,793.7729,805.8608
797.8022,790.9524,794.9817,793.7729
796.1905,793.36993,798.20514,789.7436
796.1905,792.96704,796.99634,799.81683
787.326,793.7729,800.2198,809.4872
784.10254,794.9817,805.05493,808.68134
794.9817,795.78754,804.65204,799.41394
792.1612,794.9817,800.6227,784.90845
787.72894,795.38464,799.41394,793.36993
795.38464,794.9817,796.99634,799.011
795.78754,793.36993,796.1905,792.96704
801.4286,796.5934,796.1905,793.7729
802.23444,799.011,799.81683,796.99634
801.8315,799.81683,800.6227,796.1905
805.05493,802.23444,801.8315,804.2491
