,delta_ratio,theta_ratio,alpha_ratio,beta_ratio,gamma_ratio
0,0.2719840701093501,0.1812110354684046,0.13384126144977235,0.2624263916047955,0.13200848099594872
1,0.22815436504611566,0.1666075247582075,0.1367353824022632,0.3161960889456556,0.1436610568430735
2,0.24343745737021633,0.1539320713161433,0.12206157907998348,0.3221089268221952,0.14850657635613665
3,0.23843344512854073,0.14058011188355324,0.1294569008105708,0.2787566029733126,0.1959484497715791
